# Selection         : all 
# Volume            : 8.000000000000e-02
# Time              	max(p)	location	cell	processor	max(k)	location	cell	processor	max(omega)	location	cell	processor	max(nut)	location	cell	processor	max(epsilon)	max(nuTilda)
0                   	0.000000000000e+00	(4.040000000000e+00 7.796978376965e-02 5.000000000000e-02)	0	15	1.500000000000e-04	(4.040000000000e+00 7.796978376965e-02 5.000000000000e-02)	0	15	7.500000000000e+00	(4.040000000000e+00 7.796978376965e-02 5.000000000000e-02)	0	15	2.000000000000e-05	(4.040000000000e+00 7.796978376965e-02 5.000000000000e-02)	0	15
1                   	2.540663491679e-01	(4.000000000000e-02 9.957951534364e-02 5.000000000000e-02)	175	6	2.661880567595e-02	(4.000000000000e-02 9.957951534364e-02 5.000000000000e-02)	175	6	2.801600148347e+03	(4.000000000000e-02 9.957951534364e-02 5.000000000000e-02)	175	6	2.062783216530e-05	(7.960000000000e+00 4.204846563605e-03 5.000000000000e-02)	12	11
2                   	2.820793645546e-01	(4.000000000000e-02 9.957951534364e-02 5.000000000000e-02)	175	6	1.980635425142e-02	(4.000000000000e-02 9.957951534364e-02 5.000000000000e-02)	175	6	7.839658539903e+02	(4.000000000000e-02 9.957951534364e-02 5.000000000000e-02)	175	6	2.000000000000e+00	(4.000000000000e-02 9.017565966428e-02 5.000000000000e-02)	72	6
3                   	3.111473034560e-01	(4.000000000000e-02 9.957951534364e-02 5.000000000000e-02)	175	6	3.889330515453e-02	(4.000000000000e-02 9.957951534364e-02 5.000000000000e-02)	175	6	1.078982037696e+03	(4.000000000000e-02 9.957951534364e-02 5.000000000000e-02)	175	6	3.277592046486e-04	(4.000000000000e-02 9.017565966428e-02 5.000000000000e-02)	72	6
4                   	2.556741828337e-01	(4.000000000000e-02 9.441495469782e-02 5.000000000000e-02)	110	6	5.867875028849e-02	(4.000000000000e-02 9.957951534364e-02 5.000000000000e-02)	175	6	9.479172182610e+02	(4.000000000000e-02 9.957951534364e-02 5.000000000000e-02)	175	6	1.072297078747e-04	(1.200000000000e-01 8.852283895375e-02 5.000000000000e-02)	61	6
5                   	2.562427796733e-01	(4.000000000000e-02 9.441495469782e-02 5.000000000000e-02)	110	6	9.983550435782e-02	(4.000000000000e-02 9.957951534364e-02 5.000000000000e-02)	175	6	1.017043221566e+03	(4.000000000000e-02 9.957951534364e-02 5.000000000000e-02)	175	6	9.816249913561e-05	(4.000000000000e-02 9.957951534364e-02 5.000000000000e-02)	175	6
6                   	2.729310611326e-01	(4.000000000000e-02 9.441495469782e-02 5.000000000000e-02)	110	6	1.642483699961e-01	(4.000000000000e-02 9.957951534364e-02 5.000000000000e-02)	175	6	1.040965223922e+03	(4.000000000000e-02 9.957951534364e-02 5.000000000000e-02)	175	6	1.577846850420e-04	(4.000000000000e-02 9.957951534364e-02 5.000000000000e-02)	175	6
7                   	2.943903837612e-01	(4.000000000000e-02 9.441495469782e-02 5.000000000000e-02)	110	6	2.701707103627e-01	(4.000000000000e-02 9.957951534364e-02 5.000000000000e-02)	175	6	1.078768526585e+03	(4.000000000000e-02 9.957951534364e-02 5.000000000000e-02)	175	6	2.504436342964e-04	(4.000000000000e-02 9.957951534364e-02 5.000000000000e-02)	175	6
8                   	3.195242112849e-01	(4.000000000000e-02 9.441495469782e-02 5.000000000000e-02)	110	6	4.340604426056e-01	(4.000000000000e-02 9.957951534364e-02 5.000000000000e-02)	175	6	1.099420245604e+03	(4.000000000000e-02 9.957951534364e-02 5.000000000000e-02)	175	6	3.948084859644e-04	(4.000000000000e-02 9.957951534364e-02 5.000000000000e-02)	175	6
9                   	3.496780862327e-01	(4.000000000000e-02 9.441495469782e-02 5.000000000000e-02)	110	6	6.773668722042e-01	(4.000000000000e-02 9.957951534364e-02 5.000000000000e-02)	175	6	1.103692153771e+03	(4.000000000000e-02 9.957951534364e-02 5.000000000000e-02)	175	6	6.137280852181e-04	(4.000000000000e-02 9.957951534364e-02 5.000000000000e-02)	175	6
10                  	3.855983005284e-01	(4.000000000000e-02 9.441495469782e-02 5.000000000000e-02)	110	6	1.016803582061e+00	(4.000000000000e-02 9.957951534364e-02 5.000000000000e-02)	175	6	1.089727035545e+03	(4.000000000000e-02 9.957951534364e-02 5.000000000000e-02)	175	6	9.330809908299e-04	(4.000000000000e-02 9.957951534364e-02 5.000000000000e-02)	175	6
11                  	4.281205714807e-01	(4.000000000000e-02 9.441495469782e-02 5.000000000000e-02)	110	6	1.457853328888e+00	(4.000000000000e-02 9.957951534364e-02 5.000000000000e-02)	175	6	1.061065025580e+03	(4.000000000000e-02 9.957951534364e-02 5.000000000000e-02)	175	6	1.373952862212e-03	(4.000000000000e-02 9.957951534364e-02 5.000000000000e-02)	175	6
12                  	4.782544619465e-01	(4.000000000000e-02 9.441495469782e-02 5.000000000000e-02)	110	6	1.990727233800e+00	(4.000000000000e-02 9.957951534364e-02 5.000000000000e-02)	175	6	1.023856689108e+03	(4.000000000000e-02 9.957951534364e-02 5.000000000000e-02)	175	6	1.944341678848e-03	(4.000000000000e-02 9.957951534364e-02 5.000000000000e-02)	175	6
13                  	5.371614320422e-01	(4.000000000000e-02 9.441495469782e-02 5.000000000000e-02)	110	6	2.594324514572e+00	(4.000000000000e-02 9.957951534364e-02 5.000000000000e-02)	175	6	9.840995270323e+02	(4.000000000000e-02 9.957951534364e-02 5.000000000000e-02)	175	6	2.636242009379e-03	(4.000000000000e-02 9.957951534364e-02 5.000000000000e-02)	175	6
14                  	6.064518878606e-01	(4.000000000000e-02 9.672928572232e-02 5.000000000000e-02)	136	6	3.244482146676e+00	(4.000000000000e-02 9.957951534364e-02 5.000000000000e-02)	175	6	9.458053992373e+02	(4.000000000000e-02 9.957951534364e-02 5.000000000000e-02)	175	6	3.430390806917e-03	(4.000000000000e-02 9.957951534364e-02 5.000000000000e-02)	175	6
15                  	6.879530914281e-01	(4.000000000000e-02 9.672928572232e-02 5.000000000000e-02)	136	6	3.920417603523e+00	(4.000000000000e-02 9.957951534364e-02 5.000000000000e-02)	175	6	9.108724459295e+02	(4.000000000000e-02 9.957951534364e-02 5.000000000000e-02)	175	6	4.304024807253e-03	(4.000000000000e-02 9.957951534364e-02 5.000000000000e-02)	175	6
16                  	7.839759563045e-01	(4.000000000000e-02 9.672928572232e-02 5.000000000000e-02)	136	6	4.607091468138e+00	(4.000000000000e-02 9.957951534364e-02 5.000000000000e-02)	175	6	8.797990968207e+02	(4.000000000000e-02 9.957951534364e-02 5.000000000000e-02)	175	6	5.236526707957e-03	(4.000000000000e-02 9.957951534364e-02 5.000000000000e-02)	175	6
17                  	8.978298739769e-01	(4.000000000000e-02 9.672928572232e-02 5.000000000000e-02)	136	6	5.294778686889e+00	(4.000000000000e-02 9.957951534364e-02 5.000000000000e-02)	175	6	8.523941206690e+02	(4.000000000000e-02 9.957951534364e-02 5.000000000000e-02)	175	6	6.211655569296e-03	(4.000000000000e-02 9.957951534364e-02 5.000000000000e-02)	175	6
18                  	1.033987077433e+00	(4.000000000000e-02 9.672928572232e-02 5.000000000000e-02)	136	6	5.977682802563e+00	(4.000000000000e-02 9.957951534364e-02 5.000000000000e-02)	175	6	8.282156076427e+02	(4.000000000000e-02 9.957951534364e-02 5.000000000000e-02)	175	6	7.217544257077e-03	(4.000000000000e-02 9.957951534364e-02 5.000000000000e-02)	175	6
19                  	1.198561578124e+00	(4.000000000000e-02 9.672928572232e-02 5.000000000000e-02)	136	6	6.652596998200e+00	(4.000000000000e-02 9.957951534364e-02 5.000000000000e-02)	175	6	8.067823583390e+02	(4.000000000000e-02 9.957951534364e-02 5.000000000000e-02)	175	6	8.245838458710e-03	(4.000000000000e-02 9.957951534364e-02 5.000000000000e-02)	175	6
20                  	1.401385564242e+00	(4.000000000000e-02 9.672928572232e-02 5.000000000000e-02)	136	6	7.317918715431e+00	(4.000000000000e-02 9.957951534364e-02 5.000000000000e-02)	175	6	7.876569498317e+02	(4.000000000000e-02 9.957951534364e-02 5.000000000000e-02)	175	6	9.290743536250e-03	(4.000000000000e-02 9.957951534364e-02 5.000000000000e-02)	175	6
21                  	1.657662399886e+00	(4.000000000000e-02 9.672928572232e-02 5.000000000000e-02)	136	6	7.973003015641e+00	(4.000000000000e-02 9.957951534364e-02 5.000000000000e-02)	175	6	7.704688059015e+02	(4.000000000000e-02 9.957951534364e-02 5.000000000000e-02)	175	6	1.034824895514e-02	(4.000000000000e-02 9.957951534364e-02 5.000000000000e-02)	175	6
22                  	1.974453958308e+00	(4.000000000000e-02 9.672928572232e-02 5.000000000000e-02)	136	6	8.617760311681e+00	(4.000000000000e-02 9.957951534364e-02 5.000000000000e-02)	175	6	7.549130934579e+02	(4.000000000000e-02 9.957951534364e-02 5.000000000000e-02)	175	6	1.141556609147e-02	(4.000000000000e-02 9.957951534364e-02 5.000000000000e-02)	175	6
23                  	2.346268440393e+00	(4.000000000000e-02 9.672928572232e-02 5.000000000000e-02)	136	6	9.252412043754e+00	(4.000000000000e-02 9.957951534364e-02 5.000000000000e-02)	175	6	7.407416980919e+02	(4.000000000000e-02 9.957951534364e-02 5.000000000000e-02)	175	6	1.249074011573e-02	(4.000000000000e-02 9.957951534364e-02 5.000000000000e-02)	175	6
24                  	2.769896061718e+00	(4.000000000000e-02 9.672928572232e-02 5.000000000000e-02)	136	6	9.877348400765e+00	(4.000000000000e-02 9.957951534364e-02 5.000000000000e-02)	175	6	7.277530826919e+02	(4.000000000000e-02 9.957951534364e-02 5.000000000000e-02)	175	6	1.357238964104e-02	(4.000000000000e-02 9.957951534364e-02 5.000000000000e-02)	175	6
25                  	3.242962627832e+00	(4.000000000000e-02 9.672928572232e-02 5.000000000000e-02)	136	6	1.049304154758e+01	(4.000000000000e-02 9.957951534364e-02 5.000000000000e-02)	175	6	7.157829399294e+02	(4.000000000000e-02 9.957951534364e-02 5.000000000000e-02)	175	6	1.465953009248e-02	(4.000000000000e-02 9.957951534364e-02 5.000000000000e-02)	175	6
26                  	3.759466203753e+00	(4.000000000000e-02 9.672928572232e-02 5.000000000000e-02)	136	6	1.109999662691e+01	(4.000000000000e-02 9.957951534364e-02 5.000000000000e-02)	175	6	7.046965738120e+02	(4.000000000000e-02 9.957951534364e-02 5.000000000000e-02)	175	6	1.575145536307e-02	(4.000000000000e-02 9.957951534364e-02 5.000000000000e-02)	175	6
27                  	4.307319071279e+00	(4.000000000000e-02 9.672928572232e-02 5.000000000000e-02)	136	6	1.169871981831e+01	(4.000000000000e-02 9.957951534364e-02 5.000000000000e-02)	175	6	6.943826860165e+02	(4.000000000000e-02 9.957951534364e-02 5.000000000000e-02)	175	6	1.684765483630e-02	(4.000000000000e-02 9.957951534364e-02 5.000000000000e-02)	175	6
28                  	4.868374811163e+00	(4.000000000000e-02 9.672928572232e-02 5.000000000000e-02)	136	6	1.228969800063e+01	(4.000000000000e-02 9.957951534364e-02 5.000000000000e-02)	175	6	6.847485038299e+02	(4.000000000000e-02 9.957951534364e-02 5.000000000000e-02)	175	6	1.794775444107e-02	(4.000000000000e-02 9.957951534364e-02 5.000000000000e-02)	175	6
29                  	5.420001806381e+00	(4.000000000000e-02 9.672928572232e-02 5.000000000000e-02)	136	6	1.287340372649e+01	(4.000000000000e-02 9.957951534364e-02 5.000000000000e-02)	175	6	6.757165120025e+02	(4.000000000000e-02 9.957951534364e-02 5.000000000000e-02)	175	6	1.905148608600e-02	(4.000000000000e-02 9.957951534364e-02 5.000000000000e-02)	175	6
30                  	5.934019665997e+00	(4.000000000000e-02 9.672928572232e-02 5.000000000000e-02)	136	6	1.345028590335e+01	(4.000000000000e-02 9.957951534364e-02 5.000000000000e-02)	175	6	6.672213063253e+02	(4.000000000000e-02 9.957951534364e-02 5.000000000000e-02)	175	6	2.015865766852e-02	(4.000000000000e-02 9.957951534364e-02 5.000000000000e-02)	175	6
31                  	6.387800187789e+00	(4.000000000000e-02 9.672928572232e-02 5.000000000000e-02)	136	6	1.402074367279e+01	(4.000000000000e-02 9.957951534364e-02 5.000000000000e-02)	175	6	6.598503281007e+02	(1.200000000000e-01 9.957951534364e-02 5.000000000000e-02)	176	6	2.126911642219e-02	(4.000000000000e-02 9.957951534364e-02 5.000000000000e-02)	175	6
