#             y      grad(U)_xx      grad(U)_xy      grad(U)_xz      grad(U)_yx      grad(U)_yy      grad(U)_yz      grad(U)_zx      grad(U)_zy      grad(U)_zz             U_x             U_y             U_z               k             nut           omega
   3.113662e-05    -0.078250182  -4.0283254e-05   4.3134278e-21       2362.1208     0.071964133  -5.1077455e-19  -2.1944318e-14   1.3528993e-19  -3.8466467e-35     0.074304166   1.4240266e-06   8.5616778e-25     0.011968808   6.2867437e-09       4021253.8
  5.3394177e-05      -0.1338766   -0.0001066595   3.7461849e-21       2360.4457      0.13152954  -1.4426507e-19   6.1999146e-14    3.632599e-18  -3.3595005e-36      0.12690623   3.7587205e-06  -1.6539575e-23    0.0081351439   1.3342927e-08       863108.72
  7.7022295e-05     -0.19255736  -0.00021542832  -2.6653219e-21       2358.2776      0.19124899   7.8619731e-19   1.2573243e-14   1.3008852e-19   1.2811651e-35       0.1827023   7.6188694e-06  -3.0326016e-24    0.0064913533   2.3681069e-08       332021.64
  0.00010210537     -0.25441871  -0.00037392823  -4.4585033e-21        2355.516      0.25351946   2.2443662e-19  -7.1159958e-14  -8.2075462e-18  -1.1749747e-35      0.24187189   1.3251756e-05   2.3077783e-23    0.0055476885   3.7473561e-08       167127.36
  0.00012873299      -0.3195871  -0.00058968417   1.1261291e-21       2352.1109       0.3185689  -9.6608337e-19  -1.5376416e-14  -3.9999482e-19   5.1859704e-36      0.30460244   2.0923336e-05   3.5139011e-24    0.0049282513   5.4987656e-08       97522.903
  0.00015700027     -0.38818998  -0.00087180576   -6.877491e-22       2347.9974      0.38704483  -2.9386504e-19   8.0281091e-14   1.3562774e-17   -1.115738e-35      0.37108904   3.0956817e-05  -3.2249424e-23    0.0044924287   7.6588687e-08       62457.073
  0.00018700818     -0.46035789   -0.0012306467   -4.427913e-21       2343.1028      0.45913057   7.1187929e-19   2.1210777e-14   2.2199324e-18   4.4268479e-36      0.44153396   4.3721083e-05  -6.3138448e-24    0.0041749635   1.0268639e-07       42685.196
  0.00021886389     -0.53622816   -0.0016777674    9.388296e-22       2337.3588      0.53492822   1.2063066e-19  -2.4753108e-14  -5.1312417e-18   6.5986289e-36      0.51614638   5.9630932e-05   1.1635343e-23    0.0039413287   1.3365051e-07       30651.534
  0.00025268119     -0.61595005   -0.0022260197   7.9797119e-21       2330.7177      0.61457274  -1.8870266e-19   3.8996676e-15   1.3656087e-18  -1.9961605e-35      0.59514258   7.9153042e-05  -2.8896467e-24    0.0037716946   1.6969828e-07       22923.926
  0.00028858087     -0.69968954   -0.0028896154    9.558332e-21       2323.1682      0.69822965  -5.8233279e-20   -1.104839e-15  -2.8146526e-19  -1.4756055e-35      0.67874665   0.00010281311   1.3621061e-24    0.0036541329   2.1076916e-07       17769.215
