# Selection         : all 
# Volume            : 1.395979868100e-03
# Time              	max(p)	location	cell	max(k)	location	cell	max(omega)	location	cell	max(nut)	location	cell	max(epsilon)	max(nuTilda)
52                  	7.288501705497e-01	(4.000000000000e-02 9.956494065743e-02 1.000000000000e-01)	29	1.050326741762e-02	(7.960000000000e+00 8.042163427956e-02 1.000000000000e-01)	2986	9.077691240894e+03	(2.360000000000e+00 9.956494065743e-02 1.000000000000e-01)	899	6.585864706549e-04	(7.960000000000e+00 2.679914685521e-02 1.000000000000e-01)	2973
53                  	7.267106521568e-01	(4.000000000000e-02 9.956494065743e-02 1.000000000000e-01)	29	1.035107543250e-02	(7.960000000000e+00 8.042163427956e-02 1.000000000000e-01)	2986	9.077691240894e+03	(2.360000000000e+00 9.956494065743e-02 1.000000000000e-01)	899	6.461225712624e-04	(7.960000000000e+00 2.679914685521e-02 1.000000000000e-01)	2973
54                  	7.248029113276e-01	(4.000000000000e-02 9.956494065743e-02 1.000000000000e-01)	29	1.021442780494e-02	(7.960000000000e+00 8.269098984244e-02 1.000000000000e-01)	2987	9.077691240894e+03	(2.360000000000e+00 9.956494065743e-02 1.000000000000e-01)	899	6.330183754045e-04	(7.960000000000e+00 2.679914685521e-02 1.000000000000e-01)	2973
55                  	7.231181936469e-01	(4.000000000000e-02 9.956494065743e-02 1.000000000000e-01)	29	1.009001194675e-02	(7.960000000000e+00 8.269098984244e-02 1.000000000000e-01)	2987	9.077691240894e+03	(2.360000000000e+00 9.956494065743e-02 1.000000000000e-01)	899	6.196769373241e-04	(7.960000000000e+00 2.679914685521e-02 1.000000000000e-01)	2973
56                  	7.216431553395e-01	(4.000000000000e-02 9.956494065743e-02 1.000000000000e-01)	29	9.982263731072e-03	(7.960000000000e+00 8.478723090457e-02 1.000000000000e-01)	2988	9.077691240894e+03	(2.360000000000e+00 9.956494065743e-02 1.000000000000e-01)	899	6.065023519663e-04	(7.960000000000e+00 3.312973965551e-02 1.000000000000e-01)	2974
57                  	7.203647038833e-01	(4.000000000000e-02 9.956494065743e-02 1.000000000000e-01)	29	9.886329332020e-03	(7.960000000000e+00 8.478723090457e-02 1.000000000000e-01)	2988	9.077691240894e+03	(2.360000000000e+00 9.956494065743e-02 1.000000000000e-01)	899	5.940266310227e-04	(7.960000000000e+00 3.312973965551e-02 1.000000000000e-01)	2974
58                  	7.192672717213e-01	(4.000000000000e-02 9.956494065743e-02 1.000000000000e-01)	29	9.796892714497e-03	(7.960000000000e+00 8.478723090457e-02 1.000000000000e-01)	2988	9.077691240894e+03	(2.360000000000e+00 9.956494065743e-02 1.000000000000e-01)	899	5.821159094909e-04	(7.960000000000e+00 3.312973965551e-02 1.000000000000e-01)	2974
59                  	7.183431529114e-01	(4.000000000000e-02 9.956494065743e-02 1.000000000000e-01)	29	9.724281796431e-03	(7.960000000000e+00 8.672354953835e-02 1.000000000000e-01)	2989	9.077691240894e+03	(2.360000000000e+00 9.956494065743e-02 1.000000000000e-01)	899	5.709240155240e-04	(7.960000000000e+00 3.312973965551e-02 1.000000000000e-01)	2974
60                  	7.175821306144e-01	(4.000000000000e-02 9.956494065743e-02 1.000000000000e-01)	29	9.660792967738e-03	(7.960000000000e+00 8.672354953835e-02 1.000000000000e-01)	2989	9.077691240894e+03	(2.360000000000e+00 9.956494065743e-02 1.000000000000e-01)	899	5.605649279589e-04	(7.960000000000e+00 3.312973965551e-02 1.000000000000e-01)	2974
61                  	7.169694620867e-01	(4.000000000000e-02 9.956494065743e-02 1.000000000000e-01)	29	9.603995204244e-03	(7.960000000000e+00 8.672354953835e-02 1.000000000000e-01)	2989	9.077691240894e+03	(2.360000000000e+00 9.956494065743e-02 1.000000000000e-01)	899	5.511196940324e-04	(7.960000000000e+00 3.312973965551e-02 1.000000000000e-01)	2974
62                  	7.164904020826e-01	(4.000000000000e-02 9.956494065743e-02 1.000000000000e-01)	29	9.553986703007e-03	(7.960000000000e+00 8.672354953835e-02 1.000000000000e-01)	2989	9.077691240894e+03	(2.360000000000e+00 9.956494065743e-02 1.000000000000e-01)	899	5.426396588507e-04	(7.960000000000e+00 3.312973965551e-02 1.000000000000e-01)	2974
63                  	7.161311597124e-01	(4.000000000000e-02 9.956494065743e-02 1.000000000000e-01)	29	9.510726994416e-03	(7.960000000000e+00 8.672354953835e-02 1.000000000000e-01)	2989	9.077691240894e+03	(2.360000000000e+00 9.956494065743e-02 1.000000000000e-01)	899	5.351464848351e-04	(7.960000000000e+00 3.312973965551e-02 1.000000000000e-01)	2974
64                  	7.158771280582e-01	(4.000000000000e-02 9.956494065743e-02 1.000000000000e-01)	29	9.474053489727e-03	(7.960000000000e+00 8.672354953835e-02 1.000000000000e-01)	2989	9.077691240894e+03	(2.360000000000e+00 9.956494065743e-02 1.000000000000e-01)	899	5.286311669200e-04	(7.960000000000e+00 3.312973965551e-02 1.000000000000e-01)	2974
65                  	7.157131610850e-01	(4.000000000000e-02 9.956494065743e-02 1.000000000000e-01)	29	9.446695811121e-03	(7.240000000000e+00 8.672354953835e-02 1.000000000000e-01)	2719	9.077691240894e+03	(2.360000000000e+00 9.956494065743e-02 1.000000000000e-01)	899	5.230589430253e-04	(7.960000000000e+00 3.312973965551e-02 1.000000000000e-01)	2974
66                  	7.156244254387e-01	(4.000000000000e-02 9.956494065743e-02 1.000000000000e-01)	29	9.433351377048e-03	(7.000000000000e+00 8.672354953835e-02 1.000000000000e-01)	2629	9.077691240894e+03	(2.360000000000e+00 9.956494065743e-02 1.000000000000e-01)	899	5.183763099829e-04	(7.960000000000e+00 3.312973965551e-02 1.000000000000e-01)	2974
67                  	7.155981378826e-01	(4.000000000000e-02 9.956494065743e-02 1.000000000000e-01)	29	9.425802415441e-03	(6.840000000000e+00 8.672354953835e-02 1.000000000000e-01)	2569	9.077691240894e+03	(2.360000000000e+00 9.956494065743e-02 1.000000000000e-01)	899	5.145171888550e-04	(7.960000000000e+00 3.312973965551e-02 1.000000000000e-01)	2974
68                  	7.156206539988e-01	(4.000000000000e-02 9.956494065743e-02 1.000000000000e-01)	29	9.422174068888e-03	(6.760000000000e+00 8.672354953835e-02 1.000000000000e-01)	2539	9.077691240894e+03	(2.360000000000e+00 9.956494065743e-02 1.000000000000e-01)	899	5.114072824067e-04	(7.960000000000e+00 3.312973965551e-02 1.000000000000e-01)	2974
69                  	7.156800818229e-01	(4.000000000000e-02 9.956494065743e-02 1.000000000000e-01)	29	9.421435324141e-03	(6.760000000000e+00 8.672354953835e-02 1.000000000000e-01)	2539	9.077691240894e+03	(2.360000000000e+00 9.956494065743e-02 1.000000000000e-01)	899	5.089673893415e-04	(7.960000000000e+00 3.312973965551e-02 1.000000000000e-01)	2974
70                  	7.157661283861e-01	(4.000000000000e-02 9.956494065743e-02 1.000000000000e-01)	29	9.422520005684e-03	(6.760000000000e+00 8.672354953835e-02 1.000000000000e-01)	2539	9.077691240894e+03	(2.360000000000e+00 9.956494065743e-02 1.000000000000e-01)	899	5.071161285100e-04	(7.960000000000e+00 3.312973965551e-02 1.000000000000e-01)	2974
