#            face_x              face_y              face_z                 U_x                 U_y                 U_z   wallShearStress_x   wallShearStress_y   wallShearStress_z               yPlus                   p
                6.6                 0.1                0.05                   0                   0                   0    -0.0317225374873    1.3459838341e-05   2.90335356424e-18       3.74459015938      0.370585114941
               6.68                 0.1                0.05                   0                   0                   0    -0.0318035458368   7.84526374583e-06                   0       3.74936874744      0.327132820098
               6.76                 0.1                0.05                   0                   0                   0    -0.0337123195093  -1.50360288416e-05                   0       3.86023605977      0.317453248643
               6.84                 0.1                0.05                   0                   0                   0    -0.0361458845171   5.12804433894e-05                   0       3.99714713953      0.292079721717
               6.92                 0.1                0.05                   0                   0                   0    -0.0386193109747  -4.63158168328e-05                   0       4.13163504964      0.275592049851
                  7                 0.1                0.05                   0                   0                   0    -0.0398418648098   0.000106140548278                   0       4.19652842573      0.256255801151
               7.08                 0.1                0.05                   0                   0                   0    -0.0395270904144  -1.21195547644e-05                   0       4.17992814104      0.231545109351
               7.16                 0.1                0.05                   0                   0                   0    -0.0378749130277   1.95367529335e-06                   0       4.09162518253      0.213627330407
               7.24                 0.1                0.05                   0                   0                   0    -0.0351981076867   7.10917073627e-06                   0       3.94438704922      0.185389211939
               7.32                 0.1                0.05                   0                   0                   0    -0.0318385901403   2.95966881322e-05                   0       3.75142927317       0.16617412018
                7.4                 0.1                0.05                   0                   0                   0    -0.0287412722337   3.08984518327e-05                   0       3.56429153204      0.136823696531
               7.48                 0.1                0.05                   0                   0                   0    -0.0262028333501    2.3658842619e-05                   0       3.40325402225      0.120293641022
               7.56                 0.1                0.05                   0                   0                   0    -0.0243769486188   2.32239150087e-05                   0       3.28253929601     0.0928999889721
               7.64                 0.1                0.05                   0                   0                   0    -0.0229096165511   1.64367252028e-05                   0       3.18221423928     0.0809087174773
               7.72                 0.1                0.05                   0                   0                   0    -0.0217380609546   3.75783461137e-06                   0       3.09977982791     0.0547684572135
                7.8                 0.1                0.05                   0                   0                   0    -0.0206209401617   8.15385657121e-07                   0       3.01907679485     0.0448877617105
               7.88                 0.1                0.05                   0                   0                   0    -0.0196303020339   1.50712574272e-05                   0       2.94566618911     0.0210470531674
               7.96                 0.1                0.05                   0                   0                   0    -0.0181793677306   5.94623806368e-06                   0       2.83471708191     0.0101557017853
