# y+ ()         
# Time          	patch           	min             	max             	average         
0               	bottom	3.71797549e+00	3.71797549e+00	3.71797549e+00
1               	bottom	2.24079241e+00	2.29314328e+00	2.24278403e+00
2               	bottom	1.41273404e+00	1.53347166e+00	1.41530638e+00
3               	bottom	1.13586924e+00	1.30436733e+00	1.13967978e+00
4               	bottom	1.00775484e+00	1.21246978e+00	1.01117217e+00
5               	bottom	9.29433786e-01	1.16522970e+00	9.32892462e-01
6               	bottom	8.73881034e-01	1.13751887e+00	8.77610836e-01
7               	bottom	8.31084055e-01	1.12009008e+00	8.35340996e-01
8               	bottom	7.96166296e-01	1.10812382e+00	8.01421048e-01
9               	bottom	7.67353099e-01	1.09967983e+00	7.73327065e-01
10              	bottom	7.43122698e-01	1.09376969e+00	7.49529676e-01
11              	bottom	7.22495018e-01	1.08958091e+00	7.29039729e-01
12              	bottom	7.04802817e-01	1.08655714e+00	7.11183949e-01
13              	bottom	6.89577622e-01	1.08432636e+00	6.95487368e-01
14              	bottom	6.75584580e-01	1.08263429e+00	6.81605788e-01
15              	bottom	6.63057722e-01	1.08132616e+00	6.69283842e-01
16              	bottom	6.52076782e-01	1.08030941e+00	6.58324198e-01
17              	bottom	6.42495571e-01	1.07952108e+00	6.48576469e-01
18              	bottom	6.34043100e-01	1.07890962e+00	6.39922339e-01
19              	bottom	6.26263939e-01	1.07842562e+00	6.32264813e-01
20              	bottom	6.19406676e-01	1.07802656e+00	6.25521317e-01
21              	bottom	6.13398462e-01	1.07768296e+00	6.19619324e-01
22              	bottom	6.08173167e-01	1.07737927e+00	6.14493402e-01
23              	bottom	6.03669296e-01	1.07710650e+00	6.10083325e-01
24              	bottom	5.99828669e-01	1.07685692e+00	6.06331756e-01
25              	bottom	5.96595598e-01	1.07662379e+00	6.03183499e-01
26              	bottom	5.93916469e-01	1.07640253e+00	6.00585868e-01
27              	bottom	5.91739575e-01	1.07619251e+00	5.98488396e-01
28              	bottom	5.90015141e-01	1.07599882e+00	5.96842242e-01
29              	bottom	5.88694969e-01	1.07583873e+00	5.95597243e-01
30              	bottom	5.87731067e-01	1.07574014e+00	5.94702888e-01
31              	bottom	5.87074281e-01	1.07570887e+00	5.94117887e-01
32              	bottom	5.86673648e-01	1.07571971e+00	5.93790218e-01
33              	bottom	5.86477688e-01	1.07574848e+00	5.93669503e-01
34              	bottom	5.86437429e-01	1.07578350e+00	5.93707591e-01
35              	bottom	5.86509158e-01	1.07581602e+00	5.93860763e-01
36              	bottom	5.86655981e-01	1.07584091e+00	5.94091772e-01
37              	bottom	5.86848183e-01	1.07585447e+00	5.94369808e-01
38              	bottom	5.87062770e-01	1.07585388e+00	5.94670591e-01
39              	bottom	5.87282585e-01	1.07583766e+00	5.94978122e-01
40              	bottom	5.87495119e-01	1.07580501e+00	5.95279983e-01
41              	bottom	5.87691407e-01	1.07575614e+00	5.95567231e-01
42              	bottom	5.87865376e-01	1.07569172e+00	5.95833796e-01
43              	bottom	5.88013323e-01	1.07561326e+00	5.96075854e-01
44              	bottom	5.88133413e-01	1.07552879e+00	5.96287307e-01
