#             y      grad(U)_xx      grad(U)_xy      grad(U)_xz      grad(U)_yx      grad(U)_yy      grad(U)_yz      grad(U)_zx      grad(U)_zy      grad(U)_zz             U_x             U_y             U_z              kl              kt             nut           omega
   3.113662e-05    -0.094370146  -1.0098945e-05   4.7595689e-21       2142.9922     0.086990334  -6.2706229e-19  -1.9856322e-14   7.7089562e-20  -4.5964345e-35     0.067388322   1.7243571e-06   1.8104483e-24      0.10061778   0.00016885947   2.3339266e-24       3237316.5
  5.3394177e-05     -0.16132521  -2.6864162e-05   3.9528485e-21        2142.434      0.15856861  -1.8174009e-19   5.6283705e-14    4.398209e-18   -4.237478e-36      0.11511958   4.5401006e-06  -1.9721567e-23      0.10105459    9.585834e-06    6.747932e-24       222225.83
  7.7022295e-05     -0.23238343  -5.4430409e-05  -3.0266579e-21       2141.8489       0.2308678    9.510861e-19   1.1408871e-14   4.4846585e-20    1.456319e-35      0.16577671   9.1988041e-06  -3.1874837e-24      0.10151885    1.941461e-06   1.7381698e-23       53821.418
  0.00010210537     -0.30779187  -9.4732195e-05  -4.5199475e-21        2141.207      0.30675342   2.3366225e-19  -6.4692014e-14  -1.0052258e-17  -1.3171779e-35      0.21953779   1.6009939e-05   2.8278196e-23      0.10201237   8.3214138e-07   6.4212515e-23       21804.836
  0.00012873299     -0.38781019  -0.00014977317   1.6996234e-21       2140.4946      0.38663277   -1.204347e-18  -1.3951213e-14   1.9243872e-19   6.3049798e-36       0.2765913   2.5312188e-05   2.6702185e-24      0.10253712    6.861395e-07    4.477864e-22        11265.32
  0.00015700027     -0.47271028  -0.00022199902  -1.6033452e-21       2139.6946      0.47138487  -3.2048475e-19   7.3146055e-14   1.7102168e-17  -1.5499756e-35      0.33713664    3.751882e-05  -4.0487044e-23      0.10309523   9.2691163e-07   4.3668915e-21       6667.0184
  0.00018700818     -0.56277561  -0.00031422651  -5.6428313e-21       2138.7853      0.56135254   8.8443129e-19   1.9265719e-14   2.2543211e-18   6.2553508e-36      0.40138458   5.3105628e-05  -7.0192322e-24      0.10368906   1.5598885e-06   4.2520778e-20       4298.4856
  0.00021886389     -0.65829998   -0.0004296552   1.4803045e-21       2137.7398      0.65678785   1.3242698e-19  -2.2601646e-14  -6.0930764e-18   7.7232293e-36      0.46955762   7.2612986e-05   1.3806793e-23      0.10432122   2.7556222e-06   3.6508962e-19       2938.8086
  0.00025268119      -0.7595855  -0.00057191856   9.1972563e-21       2136.5242      0.75797682  -2.0499312e-19    3.591719e-15   1.8273687e-18  -2.4622635e-35      0.54189036    9.665463e-05  -3.6710254e-24      0.10499465    4.803057e-06   2.7043015e-18       2096.6095
  0.00028858087     -0.86693972  -0.00074514108    1.079686e-20       2135.0966      0.86522823  -3.7588776e-20  -1.0374551e-15  -1.5605579e-18  -1.7315741e-35      0.61862977   0.00012592768   3.0934439e-24      0.10571264   8.1228063e-06    1.744918e-17       1544.8028
