#             y      grad(U)_xx      grad(U)_xy      grad(U)_xz      grad(U)_yx      grad(U)_yy      grad(U)_yz      grad(U)_zx      grad(U)_zy      grad(U)_zz             U_x             U_y             U_z              kl              kt             nut           omega
   3.113662e-05    -0.036691994  -1.0013517e-06   2.2379093e-21       4336.2977     0.033820786  -4.8502412e-19   2.4777944e-13   6.2556325e-19  -7.5138314e-35      0.13636734   6.7041545e-07  -5.0035599e-24     0.097965177   0.00017070605   1.5604259e-23       3237316.4
  5.3394177e-05    -0.062723682  -2.6609282e-06   5.5359564e-22       4335.5375     0.061650661  -5.2871595e-19   2.7980883e-13   3.7600361e-18  -8.2173546e-35      0.23295582   1.7651762e-06  -1.7988131e-23     0.096533222   1.9079015e-05    3.042043e-21       222225.72
  7.7022295e-05    -0.090345581  -5.3857102e-06   6.0541465e-22       4334.7484     0.089755043   4.9585083e-20   3.9590825e-13   9.0744493e-18   2.4857684e-35      0.33547396   3.5763888e-06  -2.9910805e-23     0.095018845    4.305802e-05   4.4368079e-19       53821.328
  0.00010210537     -0.11965341  -9.3628686e-06  -1.0652765e-21       4333.8944      0.11924868   1.1429961e-18   1.8154603e-13   4.0718516e-18  -8.9767207e-36      0.44428426   6.2242484e-06   -1.338977e-23     0.093417701     0.000140503    2.479037e-17       21804.732
  0.00012873299     -0.15074814  -1.4784946e-05   -1.841673e-21       4332.9635      0.15028955    9.924671e-19   -3.322736e-13  -1.3587608e-17  -9.0406865e-35      0.55977102   9.8402552e-06   3.3243846e-23     0.091725251   0.00038647684   6.9699379e-16       11265.206
  0.00015700027      -0.1837361  -2.1886473e-05   9.8717788e-22       4331.9408      0.18322122  -1.8903687e-19   -3.748551e-13  -1.5354324e-17   4.2144318e-35      0.68234151   1.4584891e-05   3.7659641e-23     0.089936747    0.0009133695   1.2163886e-14       6666.9079
  0.00018700818     -0.21872899  -3.0936601e-05   1.1551914e-21        4330.808      0.21818304   -3.324474e-19  -1.6807528e-13  -7.9471394e-18   -2.422133e-35      0.81242721   2.0643017e-05   1.8654237e-23     0.088047221    0.0019263801   1.5026673e-13       4298.4146
  0.00021886389     -0.25584386  -4.2239434e-05   -1.271861e-21       4329.5416       0.2552773   -2.607853e-19  -1.4580224e-13  -7.7429055e-18   6.9045781e-35      0.95048502   2.8224881e-05   1.7585127e-23     0.086051462     0.003730155   1.4302043e-12       2938.8422
  0.00025268119     -0.29520283  -5.6136251e-05  -1.5471539e-21       4328.1094      0.29457707  -2.6787711e-19  -1.0809136e-14  -2.2983973e-20   2.4799577e-35       1.0969985   3.7569239e-05   3.4560195e-25     0.083943991    0.0067643248   1.1106285e-11       2096.8549
  0.00028858087     -0.33693221  -7.3005796e-05  -1.2266325e-21        4326.442      0.33608923   3.2919433e-20  -3.9215723e-15  -9.5031449e-19  -9.0863482e-35       1.2524787   4.8944363e-05    1.681825e-24     0.081719013      0.01165027   7.3268014e-11       1545.4296
  0.00032669115     -0.38115163   -9.328735e-05  -2.2774838e-21       4323.4099      0.37995612   1.3528544e-19  -2.8505749e-14  -1.0701201e-18  -4.6674421e-35       1.4174633   6.2648683e-05   1.8191775e-24     0.079370284     0.019252238   5.9817157e-10       1168.6062
  0.00036714817     -0.42763262  -0.00011751404  -9.6347253e-22       4308.3007      0.42630812   3.3781735e-19    -3.12313e-14  -4.0378851e-18  -7.0005975e-35       1.5924265   7.9028841e-05   1.3144503e-23     0.076890516     0.030732677   1.6751368e-08       902.70512
  0.00041009642     -0.47410401  -0.00014602141   1.9166453e-21       4240.9209      0.47315626   1.7638783e-19  -9.8175975e-14  -1.1157021e-17   2.5220088e-35       1.7769703   9.8466427e-05   3.3030479e-23     0.074268552      0.04733342   1.7666336e-07       711.72862
  0.00045568931     -0.51469115  -0.00017822716  -1.8427754e-21       4052.7709      0.51448188   2.4913141e-18  -7.1814351e-14  -8.6313359e-18  -1.9297749e-36       1.9676505   0.00012119428   2.4482328e-23     0.071480009     0.069249154   8.4059474e-07       575.37083
  0.00050408968      -0.5435599   -0.0002124661   3.4703984e-21         3704.02      0.54403209   2.4914038e-18  -3.1083858e-13  -4.9293813e-17  -5.9953554e-35       2.1567017    0.0001470606    2.921052e-22     0.068565645      0.09427458   2.4426549e-06       479.87712
  0.00055547043     -0.56090466  -0.00024702271   2.8347091e-20       3235.8817      0.56182261  -5.6616573e-18  -2.5888119e-13  -4.1117695e-17  -3.1891584e-34       2.3349793     0.000175649   2.5003436e-22     0.065686922      0.11870201   5.1825525e-06       412.70227
  0.00061001506      -0.5720269   -0.0002812641   1.8915289e-20        2739.139      0.57322721  -6.6400171e-18   1.7046153e-13   4.1646074e-17  -2.4876309e-34       2.4965568   0.00020669631  -3.6700067e-22     0.062987002      0.13989243   9.0230885e-06        363.2803
