#             y      grad(U)_xx      grad(U)_xy      grad(U)_xz      grad(U)_yx      grad(U)_yy      grad(U)_yz      grad(U)_zx      grad(U)_zy      grad(U)_zz             U_x             U_y             U_z              kl              kt             nut           omega
   3.113662e-05      0.80953313   0.00028277191  -4.3847478e-20       3734.0573     -0.74416767   9.0735188e-18  -3.7027678e-13    4.382243e-17    1.322252e-33      0.11801492  -1.4703934e-05  -3.3144551e-22      0.10052974   0.00017138315   1.9518893e-23       3237315.9
  5.3394177e-05       1.3871481   0.00074828638  -1.1384913e-19       3735.8178      -1.3625384   2.3927399e-17   6.5717126e-14  -6.5390233e-17   1.8366767e-33      0.20125669  -3.8867185e-05    2.374569e-22      0.10091807   2.3274937e-05   5.6002146e-21       222224.69
  7.7022295e-05       1.9979663     0.001511202  -7.2435472e-20       3737.6859      -1.9839507   1.0728478e-17   3.5745418e-13  -2.1057483e-16   4.9786918e-34      0.28966451  -7.8875574e-05   7.5711001e-22      0.10133031   6.2529228e-05   8.6824966e-19       53819.843
  0.00010210537       2.6436687    0.0026234923   2.2071386e-20        3739.975      -2.6337449  -1.9048172e-17   3.4332611e-13  -2.3336694e-16  -1.6309038e-33      0.38356779  -0.00013734212   7.0457637e-22      0.10176746   0.00020782182   4.9030263e-17       21802.779
  0.00012873299        3.325936     0.004138895   2.1649741e-20       3742.8575      -3.3146147  -3.6390083e-17  -9.9925735e-14   1.5252146e-16   1.4416582e-34      0.48332151   -0.0002170892  -3.2926239e-22      0.10223018   0.00057268549   1.3814771e-15       11262.773
  0.00015700027       4.0464294    0.0061229444  -3.2600796e-21       3746.5547      -4.0337192  -5.0594494e-18  -4.8691365e-13   5.3645876e-16   2.0538805e-33      0.58930992  -0.00032155535  -1.2925325e-21      0.10271867    0.0013525918    2.412185e-14       6663.9233
  0.00018700818        4.806751    0.0086510387   4.4269072e-20       3751.3474      -4.7933131    2.705484e-17  -1.3787567e-13    1.527711e-16  -6.6189222e-34      0.70195114  -0.00045468196  -3.9727481e-22      0.10323237    0.0028497623   2.9823553e-13        4294.729
  0.00021886389       5.6083896     0.011808957   5.8367476e-20       3757.5885      -5.5937024   4.4897791e-18   1.4786988e-13  -1.7590997e-16  -2.6516233e-34      0.82170301  -0.00062091143   3.9144841e-22      0.10376963     0.005511952   2.8450303e-12       2934.2068
  0.00025268119       6.4526455     0.015694826  -5.2394797e-20       3765.7013      -6.4330026  -8.6799557e-18  -8.5986776e-14   1.4513586e-16   1.7795041e-33      0.94907039  -0.00082518283  -3.0897537e-22      0.10432721    0.0099834564   2.2212493e-11       2090.8745
  0.00028858087       7.3404847     0.020421188  -1.5727094e-19       3775.4062      -7.3111039   2.4738953e-17   -9.260128e-14   7.7506501e-17    1.495806e-33       1.0846132   -0.0010728813  -1.4323142e-22      0.10489969     0.017170708   3.2484581e-10       1537.5026
