#             y      grad(U)_xx      grad(U)_xy      grad(U)_xz      grad(U)_yx      grad(U)_yy      grad(U)_yz      grad(U)_zx      grad(U)_zy      grad(U)_zz             U_x             U_y             U_z              kl              kt             nut           omega
   3.113662e-05     -0.05425538   -5.452168e-06   8.8719906e-23       1913.1998     0.050038145   7.2491336e-19   2.9221162e-14  -1.5488743e-18  -2.4406358e-35     0.060192566    9.929488e-07   3.9617138e-24      0.10114946   0.00016885959   2.0857932e-24       3237316.5
  5.3394177e-05    -0.092670301   -1.448135e-05   1.1886007e-21       1912.7206     0.091093082   3.3578794e-19  -1.1932464e-13  -6.4416975e-18  -3.3920972e-35      0.10280771   2.6113579e-06   2.7792406e-23      0.10196504    9.586104e-06   6.0313805e-24       222225.75
  7.7022295e-05     -0.13343189  -2.9322253e-05   1.5152236e-21       1912.2228       0.1325641  -6.9735704e-19  -7.0215944e-14  -2.8819453e-18   3.9386885e-36      0.14803561   5.2873946e-06   1.5110803e-23      0.10283267    1.941931e-06   1.5555593e-23       53821.354
  0.00010210537     -0.17668087  -5.1015062e-05  -1.3158909e-21       1911.6837      0.17608338  -2.2195955e-19   2.7652658e-14   2.6586013e-18  -8.2010342e-37      0.19603551   9.1983311e-06  -7.4802455e-24      0.10375585   8.3299948e-07   5.7660086e-23       21804.759
  0.00012873299     -0.22256527  -8.0639821e-05   -1.106697e-21       1911.0955      0.22188687   1.9866826e-19  -1.9688121e-14  -3.6839778e-18   1.2314157e-35      0.24697609   1.4538317e-05   8.1713676e-24      0.10473834   6.8786187e-07   4.0366339e-22       11265.224
  0.00015700027     -0.27124038  -0.00011951433   2.4759862e-21       1910.4487      0.27047714   -9.476785e-19  -1.0537373e-14   1.8347473e-19    -2.77268e-35      0.30103599   2.1544196e-05   9.6217592e-25      0.10578422   9.3041951e-07   3.9454827e-21       6666.8999
  0.00018700818     -0.32286849  -0.00016915589  -3.2001712e-21       1909.7314      0.32205043  -9.1932514e-19   1.2759868e-13   2.3445935e-17  -4.4669568e-35      0.35840428   3.0488616e-05  -5.2548892e-23      0.10689797   1.5668027e-06   3.8456938e-20       4298.3429
  0.00021886389     -0.37761847  -0.00023128775  -8.5713561e-21       1908.9287      0.37675153   8.7534168e-19   1.2287603e-13   2.1901391e-17   1.4277301e-35      0.41928092   4.1681221e-05  -4.9392222e-23      0.10808446   2.7686062e-06    3.303671e-19       2938.6412
  0.00025268119     -0.43566488  -0.00030786678   2.0729553e-21       1908.0226      0.43474535   1.1442314e-18  -1.7574446e-14  -5.8877269e-18  -2.4966286e-35      0.48387729   5.5473699e-05   1.2119763e-23      0.10934909   4.8263256e-06   2.4480197e-18       2096.4165
  0.00028858087     -0.49718681  -0.00040111548   8.9329377e-21       1906.9904       0.4962109   1.2927864e-19  -4.8578055e-14  -1.1492842e-17  -1.2565861e-35      0.55241652   7.2265557e-05   2.4622681e-23      0.11069789   8.1628896e-06   1.5802089e-17       1544.5833
  0.00032669115     -0.56236599  -0.00051355504   4.5090903e-21       1905.8045      0.56133067    5.293589e-19   -2.898685e-14  -8.9116382e-18   -1.356667e-35      0.62513394   9.2510095e-05    1.897444e-23       0.1121376   1.3370874e-05   9.0386436e-17       1167.0856
  0.00036714817     -0.63138422  -0.00064804127  -2.7617474e-22       1904.4309      0.63028633   8.5534505e-19  -9.7058424e-14  -3.4254572e-17  -3.0348031e-35      0.70227733   0.00011672085   7.3086262e-23      0.11367586   2.1266221e-05   4.6592553e-16       899.89276
  0.00041009642     -0.70441969  -0.00080780388  -1.8337381e-21        1902.828      0.70325582  -7.1732666e-19  -1.1302876e-13  -4.0135098e-17   8.1427097e-36      0.78410709   0.00014547864   8.5664648e-23      0.11532146   3.2959635e-05   2.1967314e-15       705.48514
  0.00045568931     -0.78164211  -0.00099648895   1.0330201e-20       1900.9447      0.78040868  -1.4683834e-18   -5.569271e-15    6.630969e-19  -1.3114938e-35      0.87089622   0.00017943914  -2.3868654e-24      0.11708454   4.9949918e-05   9.5915757e-15       560.78305
  0.00050408968     -0.86320592   -0.0012182042   1.5306617e-20       1898.7191      0.86189953  -1.2211248e-19    4.774478e-14   2.1219728e-17  -9.8615919e-36      0.96293017   0.00021934102  -4.6918199e-23      0.11897706   7.4245551e-05   3.9187794e-14       451.00908
  0.00055547043     -0.94924149    -0.001477565  -4.0469613e-21       1896.0757      0.94785921   7.5734948e-19   6.3165472e-15    1.974557e-18   5.3960336e-36       1.0605062   0.00026601434  -3.9405498e-24      0.12101316   0.00010852298   1.5111045e-13       366.37865
  0.00061001506      -1.0398433   -0.0017797399  -1.0547722e-20       1892.9231       1.0383831   3.0927211e-19   -2.459692e-14  -1.3623948e-17   -1.089452e-36       1.1639327   0.00032038912   3.2056405e-23      0.12320988   0.00015633289   5.5390519e-13       300.22558
   0.0006679184      -1.1350545   -0.0021304939  -1.8232366e-21       1889.1509       1.1335156  -5.4111771e-19  -1.8641843e-14  -1.0825752e-17  -6.5580419e-37       1.2735273   0.00038350362   2.5915365e-23      0.12558792   0.00022236975   1.9417105e-12       247.89545
  0.00072938728      -1.2348471   -0.0025362252  -6.8352888e-21       1884.6264       1.2332302  -9.1995757e-19   1.9826218e-14   1.4523684e-17  -7.0199342e-36       1.3896155   0.00045651194  -3.9244104e-23      0.12817278   0.00031282503   6.5424804e-12       206.06854
  0.00079464125      -1.3390959   -0.0030039898  -1.1993004e-20       1879.1903       1.3374036   2.5091164e-19    4.785362e-14   3.3791022e-17  -4.8289668e-36        1.512527   0.00054068994  -8.9263096e-23      0.13099614   0.00043585262   2.1280081e-11       172.33254
  0.00086391338      -1.4475462   -0.0035415065   1.1008282e-21       1872.6512       1.4457822   1.3298696e-18   3.6569176e-16  -2.5635533e-18   -4.613087e-36       1.6425921   0.00063743854    1.232746e-23      0.13409778   0.00060218581   6.7059579e-11       144.90553
   0.0009374511      -1.5597724   -0.0041571301   8.7542982e-21        1864.778       1.5579402   2.3964572e-19   -4.104159e-14  -3.4070567e-17  -4.7393672e-36       1.7801362   0.00074828275   9.9596543e-23       0.1375281   0.00082596174   2.0537646e-10       122.45194
   0.0010155171      -1.6751284   -0.0048597668  -7.7666437e-21       1855.2845       1.6732294  -9.1165112e-19  -1.3557028e-14   -1.073867e-17  -5.8605804e-37       1.9254721   0.00087486429   2.9591962e-23      0.14135145    0.0011258342   6.1287065e-10       103.95783
   0.0010983902      -1.7926915   -0.0056586965   -1.116533e-20       1843.7971       1.7907212  -6.6342546e-19   1.4098455e-14   1.4107049e-17   -2.696683e-36       2.0788887    0.0010189252  -4.8467231e-23      0.14565034    0.0015264932   1.7854048e-09       88.644542
   0.0011863663        -1.91121   -0.0065632346   5.7813996e-21       1829.7763       1.9091315   -2.964424e-20    2.028193e-14   2.1322806e-17  -1.9724027e-36        2.240634    0.0011822794  -7.7017953e-23      0.15053069    0.0020607704   5.0794443e-09       75.908047
   0.0012797599      -2.0290946   -0.0075821613   6.7723502e-21       1812.3324       2.0267012   4.7757845e-19   1.2087095e-14   1.2843742e-17   3.5002894e-36       2.4108811    0.0013667661  -4.6711925e-23       0.1561271    0.0027726034   1.4081764e-08       65.275643
   0.0013789043      -2.1445636   -0.0087227045   1.0696394e-21       1789.8114       2.1412184   5.4546769e-19  -2.5300328e-15  -3.5430618e-18  -1.1867879e-36       2.5896617    0.0015741735   1.8611048e-23      0.16260494    0.0037212889   3.7874536e-08       56.374586
   0.0014841538      -2.2562302   -0.0099876151   -3.458086e-21       1758.9309       2.2514122   3.2857213e-19  -8.2454911e-15  -1.0802126e-17  -4.2474926e-36       2.7767176    0.0018061661   6.1970642e-23      0.17014965    0.0049877154   9.8398996e-08       48.909112
   0.0015958843      -2.3647758    -0.011365292  -2.2727003e-20       1713.1846        2.361458   3.4061036e-19  -9.4122961e-15  -1.3008039e-17  -1.5218418e-36       2.9711802    0.0020645049   8.7505599e-23      0.17891884    0.0066836853   2.4647998e-07       42.643444
   0.0017144948      -2.4765486    -0.012811925  -4.4688995e-20       1641.5445       2.4813749   4.0528776e-20  -9.4076118e-15  -1.4318337e-17   6.5041866e-37       3.1709142    0.0023521233   1.4279717e-22      0.18890532    0.0089607155   5.9516217e-07       37.395411
    0.001840409      -2.6032682    -0.014257247   3.6755334e-20       1534.0277       2.6134145  -1.1608827e-18  -4.9600455e-15   -7.405745e-18  -1.9940207e-35       3.3716342    0.0026736618   8.5443014e-23      0.19963168     0.011925519   1.3400592e-06       33.097142
   0.0019740768      -2.7443763    -0.015635195   1.7555319e-19       1396.5078       2.7456076  -5.2971308e-19   4.6033686e-15   1.0652073e-17  -2.1093316e-35       3.5674862     0.003033222  -1.8006088e-22      0.20972452      0.01536167   2.5551118e-06       29.848098
   0.0021159754      -2.8739588    -0.016910997   8.3613705e-20       1254.3939       2.8625804   1.1558712e-18   1.1251564e-16   -3.099656e-18   2.7645514e-35       3.7543676     0.003433022  -9.9277172e-24      0.21698175     0.018721986   3.9174456e-06       27.693391
   0.0022666117      -2.9590519    -0.018098037   -7.900884e-20       1131.4115        2.946881  -1.0272384e-18  -3.8813034e-15  -8.4573524e-18  -1.2319474e-35       3.9323954    0.0038731977   1.5697444e-22       0.2193579     0.021622372   4.9647653e-06       26.381107
   0.0024265239      -2.9838701    -0.019287448  -4.0354254e-20       1031.1027       2.9817549  -2.2703473e-18   1.5203348e-14     4.75009e-17  -6.6140568e-35       4.1040147     0.004350111  -4.1817529e-22      0.21594493     0.024032047   5.5862547e-06       25.526441
