#             y      grad(U)_xx      grad(U)_xy      grad(U)_xz      grad(U)_yx      grad(U)_yy      grad(U)_yz      grad(U)_zx      grad(U)_zy      grad(U)_zz             U_x             U_y             U_z              kl              kt             nut           omega
   3.113662e-05    -0.032114307  -8.8469314e-07   3.0587477e-21       4226.7218     0.029610107  -5.7005721e-20   5.1131309e-13   2.5977345e-18  -9.1747113e-35      0.13295758   5.8727507e-07  -1.9283857e-23     0.097758046   0.00017060821   1.4420977e-23       3237316.4
  5.3394177e-05    -0.054873857  -2.3516433e-06   1.5849746e-21       4225.9978      0.05393668   8.1644469e-19   2.1032873e-13   1.0171078e-18   4.6247486e-36      0.22710777   1.5453026e-06  -1.0619494e-23     0.096178547    1.848633e-05   2.6151022e-21       222225.71
  7.7022295e-05    -0.079028296   -4.762496e-06  -2.2198448e-21       4225.2472     0.078512366   5.9666079e-19  -2.8718384e-13  -6.4864047e-18  -5.2164041e-35      0.32703833   3.1299093e-06   2.0080678e-23     0.094508837    4.029685e-05   3.7664931e-19       53821.321
  0.00010210537     -0.10466219  -8.2850922e-06  -1.0493738e-21       4224.4363      0.10430768  -9.7244015e-19  -2.2464071e-13   -3.473328e-18  -4.2770624e-35      0.43310274   5.4462809e-06   1.3751643e-23     0.092744294   0.00013086771   2.0994927e-17       21804.724
  0.00012873299     -0.13186482  -1.3092956e-05   3.6168075e-21       4223.5548      0.13146296  -1.2995816e-18   3.9504846e-13   1.3659397e-17  -8.3805059e-35      0.54567576   8.6096158e-06  -3.4434201e-23      0.09088013   0.00035959609   5.8983457e-16       11265.194
  0.00015700027     -0.16073031  -1.9397767e-05   1.8056325e-21       4222.5897      0.16027885   -8.969204e-20   5.9197744e-13   2.1827494e-17  -2.1799653e-35      0.66515459    1.276049e-05   -5.380963e-23     0.088911382   0.00084952191   1.0289574e-14       6666.8937
  0.00018700818     -0.19135769  -2.7443009e-05  -1.8780872e-21       4221.5249      0.19087829   6.5169427e-19    3.580853e-13   1.5374903e-17    1.366108e-35      0.79196013   1.8060857e-05  -3.5860671e-23     0.086832925    0.0017913851   1.2707489e-13        4298.397
  0.00021886389     -0.22385084  -3.7505183e-05  -1.1521467e-21         4220.34      0.22335415   7.5810464e-19   1.2392071e-13   5.7338763e-18  -5.1021005e-36      0.92653816   2.4694972e-05  -1.3075393e-23     0.084639464    0.0034683624   1.2091825e-12       2938.8204
  0.00025268119     -0.25831833   -4.989695e-05  -1.2171757e-21       4219.0073      0.25777782   6.1948058e-19  -9.8449738e-14  -6.6975742e-18  -3.7937636e-35       1.0693606   3.2872271e-05    1.419719e-23      0.08232554    0.0062890995   9.3881573e-12       2096.8276
  0.00028858087      -0.2948728  -6.4965619e-05   6.5029275e-22       4217.4719      0.29415124   1.3367375e-19  -1.9760243e-13   -1.327969e-17  -1.2656974e-36       1.2209265    4.282846e-05   2.8210317e-23     0.079885521     0.010831185   6.1920251e-11        1545.395
  0.00032669115     -0.33362517  -8.3097271e-05    9.766041e-22       4214.9217       0.3325661   8.3910068e-19  -1.2994043e-13  -1.0416825e-17  -5.7431115e-35       1.3817618   5.4825019e-05   2.2569939e-23     0.077313527     0.017898079   4.4868879e-10       1168.5595
  0.00036714817     -0.37447342  -0.00010475379  -4.5057937e-21       4202.7505      0.37324108   1.2858261e-18  -4.3080556e-13  -4.1509989e-17  -1.1174733e-34       1.5523553   6.9163729e-05   1.0394945e-22     0.074603004     0.028577039   1.2268006e-08       902.57951
  0.00041009642     -0.41585322  -0.00013039207  -2.0357463e-21       4145.7611      0.41494859  -1.8820214e-18  -5.3956786e-13  -5.1579549e-17   1.7916194e-36       1.7324922   8.6188906e-05   1.2276525e-22     0.071744477       0.0440857   1.4351891e-07       711.23922
  0.00045568931     -0.45317971  -0.00016008969   6.2855384e-21       3978.5006      0.45300347  -3.2290405e-18   4.6637754e-14   1.0810023e-17  -2.3849746e-36       1.9192393   0.00010615235  -8.9760869e-23     0.068717584     0.064799888   7.2884783e-07       574.07615
  0.00050408968     -0.48113517  -0.00019336519  -4.2020721e-21       3655.2858      0.48170977   3.2610926e-18   2.9148034e-13   3.6029537e-17  -1.0240506e-35       2.1053899   0.00012899442  -1.6583558e-22     0.065555984     0.088869089   2.2120611e-06       477.62415
  0.00055547043     -0.49879517  -0.00022977088  -1.0869061e-20       3206.9116      0.49984272   5.0896646e-18  -1.5703578e-13  -3.3218409e-17   2.2443506e-34       2.2818523   0.00015439054   2.9645576e-22     0.062401046       0.1127714   4.8330071e-06       409.79463
  0.00061001506     -0.50985114  -0.00026955891   1.9225634e-20       2720.5538      0.51054024  -6.5818758e-18  -2.6411666e-13   -4.346325e-17  -5.1381999e-34       2.4422656   0.00018206639   3.2980621e-22     0.059389065      0.13375563   8.5782298e-06        360.1287
   0.0006679184     -0.51760607  -0.00031289027   2.9000179e-20       2274.4845      0.51699118  -9.0108588e-18   2.2106801e-13   6.2949234e-17  -9.3403978e-34       2.5848207   0.00021189832   -5.498684e-22     0.056576541      0.15094657   1.3312837e-05       321.56926
  0.00072938728     -0.52274506  -0.00035909565   8.2683217e-22       1906.7829      0.52148572   4.0843499e-18   3.0571576e-13   7.7255556e-17   2.3059654e-34       2.7110991    0.0002438645  -6.6540175e-22     0.053985417      0.16460467   1.8721569e-05       290.10086
  0.00079464125     -0.52575576   -0.0004073866  -1.4071531e-20       1619.4819      0.52524022   7.8956143e-18  -1.1463184e-14  -1.1253915e-17   2.6063918e-35       2.8242294   0.00027806599   7.3807998e-23     0.051631118      0.17532978   2.4492575e-05       263.53591
  0.00086391338      -0.5278856  -0.00045704289  -1.4770314e-20       1394.6833      0.52802934   8.1255715e-19  -1.1817116e-13  -4.3604611e-17  -3.2042336e-34       2.9271548   0.00031460674   3.4303632e-22     0.049526329      0.18372433    3.063659e-05       240.62613
   0.0009374511     -0.52985254  -0.00050741301  -8.5002789e-21       1213.5821       0.5299564  -2.4764536e-18  -4.3575475e-14  -1.6473888e-17   1.5751297e-34       3.0218896   0.00035355247   1.2783018e-22     0.047682081      0.19027757   3.7258189e-05       220.58187
   0.0010155171     -0.53176175  -0.00055814817   6.0729618e-21        1064.625      0.53171661  -1.2231767e-18    5.502446e-15   3.1783464e-18   9.2143032e-35       3.1098324   0.00039503054   -2.550477e-23     0.046108934      0.19536193   4.4362628e-05       202.85527
   0.0010983902     -0.53359691  -0.00060896654   1.4069021e-20       940.77034      0.53352107  -1.3597138e-19   1.1779777e-14   6.1990768e-18  -4.8993942e-35       3.1920899   0.00043921348  -4.8315933e-23      0.04481722      0.19926661   5.1941311e-05       187.04873
   0.0011863663     -0.53531235  -0.00065948523   4.8667478e-21       836.80477      0.53524863  -8.1609276e-20   9.2484581e-15   5.4787966e-18  -4.8812051e-35       3.2695587   0.00048627516   -4.314564e-23     0.043816853      0.20221728   5.9987321e-05       172.86206
   0.0012797599     -0.53685668  -0.00070921388  -4.9062836e-21       748.72858      0.53680556  -5.6032045e-19   1.0784484e-14   8.7077451e-18  -5.0930219e-36       3.3429688   0.00053638928  -7.1897359e-23     0.043117131      0.20439059   6.8498124e-05       160.06145
