#             x      grad(U)_xx      grad(U)_xy      grad(U)_xz      grad(U)_yx      grad(U)_yy      grad(U)_yz      grad(U)_zx      grad(U)_zy      grad(U)_zz             U_x             U_y             U_z              kl              kt             nut           omega
    0.006200654      0.15003689      0.10295579   -1.188397e-18    -0.060873964     -0.15021777   2.6700362e-20    2.146831e-18   1.4556931e-18   -3.765319e-36       5.4045612    0.0080585634    1.578341e-22     0.097301508     0.040335951   0.00015815011       20.069099
   0.0063253029      0.15025123      0.10270391  -1.1417754e-18    -0.061126529     -0.15043231   5.5172241e-21  -1.2062044e-18  -8.3812455e-19  -6.4335476e-35       5.4045799    0.0080713789  -9.1711651e-23     0.097296105     0.040322694   0.00015812329       20.061901
   0.0064512519      0.15046696      0.10244912   9.8037802e-19    -0.061381998     -0.15064826  -3.2961715e-20  -1.6702873e-18  -1.1386849e-18   6.7572839e-35       5.4045989    0.0080842961  -1.2641995e-22     0.097290647     0.040309308   0.00015809622       20.054634
   0.0065785143      0.15068408      0.10219141    1.461067e-18    -0.061640403      -0.1508656  -2.7937037e-20   2.0991152e-18   1.4102855e-18   5.0506969e-36        5.404618    0.0080973155   1.6283341e-22     0.097285135     0.040295794   0.00015806888       20.047297
    0.006707104       0.1509026      0.10193074   1.1680034e-19    -0.061901779     -0.15108434   8.0231147e-21   3.1609011e-18   2.1049729e-18  -5.9883512e-35       5.4046374    0.0081104373   2.4568222e-22     0.097279568     0.040282151   0.00015804128       20.039889
   0.0068370347      0.15112253      0.10166707   1.5008724e-19     -0.06216616     -0.15130446   6.7886877e-21   2.4113375e-18   1.6087726e-18   1.3029522e-35        5.404657    0.0081236619   1.9052288e-22     0.097273945     0.040268376   0.00015801342        20.03241
   0.0069683205      0.15134388      0.10140037  -5.7561788e-19    -0.062433578     -0.15152597   1.1549204e-20   3.5834543e-18   2.4168145e-18   6.8331983e-36       5.4046769    0.0081369896   2.8683085e-22     0.097268266      0.04025447   0.00015798528       20.024859
   0.0071009754      0.15156662      0.10113061  -2.5452003e-18    -0.062704067     -0.15174886     2.17873e-20   4.3602377e-19   3.1653157e-19  -8.3178381e-36        5.404697    0.0081504208   3.2080486e-23     0.097262531      0.04024043   0.00015795688       20.017235
   0.0072350138      0.15179072      0.10085775  -2.0798193e-18    -0.062977663     -0.15197312   4.8339426e-21  -4.7948302e-18  -3.1616257e-18   2.2059344e-35       5.4047173    0.0081639556  -3.9655588e-22     0.097256738     0.040226257    0.0001579282       20.009538
   0.0073704501      0.15201617      0.10058176   4.7583505e-19      -0.0632544     -0.15219874  -7.5862727e-21   -6.281811e-18  -4.1297472e-18  -1.1047949e-35       5.4047379    0.0081775945  -5.2281492e-22     0.097250887     0.040211947   0.00015789925       20.001768
   0.0075072989      0.15224294       0.1003026   3.0164202e-18    -0.063534311     -0.15242573  -1.4396382e-20  -3.0987312e-18  -2.0361717e-18  -4.6361592e-35       5.4047587    0.0081913376  -2.5815567e-22     0.097244978     0.040197502   0.00015787002       19.993923
   0.0076455748      0.15247103      0.10002025   2.1227739e-18    -0.063817433     -0.15265406  -9.2783672e-21   3.6205048e-18   2.3530193e-18   6.2956144e-35       5.4047798    0.0082051852   3.1193115e-22      0.09723901     0.040182918   0.00015784051       19.986003
   0.0077852928      0.15270044     0.099734653  -1.7962234e-18    -0.064103802     -0.15288373    7.934461e-21   3.7388505e-18   2.4240258e-18   2.7387722e-35       5.4048011    0.0082191376   3.2143168e-22     0.097232983     0.040168195   0.00015781072       19.978007
    0.007926468       0.1529312     0.099445789  -2.2652303e-18    -0.064393452     -0.15311473   -3.653899e-21  -2.2675576e-18  -1.4723928e-18  -4.6783787e-35       5.4048227     0.008233195  -2.0147912e-22     0.097226895     0.040153332   0.00015778065       19.969934
   0.0080691154      0.15316332     0.099153617   3.6386014e-19    -0.064686421     -0.15334705  -1.4357759e-20  -3.5363343e-18  -2.2839009e-18   3.9345427e-36       5.4048445    0.0082473575   -3.142903e-22     0.097220747     0.040138328   0.00015775028       19.961785
   0.0082132505       0.1533968     0.098858102   1.0035894e-18    -0.064982744     -0.15358069   3.7362529e-21  -1.0213851e-18   -6.626625e-19   8.5707907e-37       5.4048666    0.0082616253  -9.0696275e-23     0.097214538     0.040123182   0.00015771963       19.953558
   0.0083588888      0.15363161     0.098559206  -1.6343788e-20    -0.065282459     -0.15381562   7.8931382e-22  -2.8163944e-19  -1.6968899e-19   1.2005277e-35       5.4048889    0.0082759987  -2.5883574e-23     0.097208267     0.040107891   0.00015768868       19.945253
    0.008506046      0.15386771     0.098256893  -7.2375486e-20    -0.065585601     -0.15405185  -1.4281813e-20   -1.054287e-18  -6.5470229e-19  -8.2939555e-36       5.4049116    0.0082904778  -9.8861493e-23     0.097201934     0.040092456   0.00015765744       19.936868
   0.0086547378      0.15410504     0.097951127   7.8169923e-19    -0.065892208     -0.15428935   -9.735033e-21   -4.874716e-19  -3.0377718e-19     2.35151e-37       5.4049344    0.0083050627  -4.5808567e-23     0.097195538     0.040076874   0.00015762591       19.928404
   0.0088049804      0.15434359     0.097641871   8.4943407e-19    -0.066202316     -0.15452812  -7.1813421e-21     1.43333e-18   8.9741457e-19   2.0380845e-35       5.4049576    0.0083197534   1.3763811e-22     0.097189079     0.040061145   0.00015759407       19.919859
   0.0089567898      0.15458335     0.097329088  -7.8143352e-21    -0.066515964     -0.15476813   2.7236286e-21    2.167945e-18   1.3497944e-18  -8.5046404e-36       5.4049811    0.0083345502   2.0953084e-22     0.097182555     0.040045267   0.00015756193       19.911234
   0.0091101825      0.15482434      0.09701274   -5.536023e-19    -0.066833189     -0.15500939    1.598979e-20   1.3579664e-18   8.4479508e-19  -1.3425807e-35       5.4050048    0.0083494531   1.3272566e-22     0.097175967     0.040029239   0.00015752949       19.902526
   0.0092651749      0.15506658     0.096692788  -5.3895411e-19    -0.067154029     -0.15525186   1.5576233e-20   3.8860307e-19   2.4171329e-19   4.0864223e-36       5.4050288    0.0083644621   3.8677663e-23     0.097169313      0.04001306   0.00015749674       19.893736
   0.0094217836       0.1553101     0.096369194   1.1102516e-19    -0.067478524     -0.15549554   1.3736781e-21  -3.4428986e-19  -2.0513296e-19  -1.2779275e-36       5.4050531    0.0083795772  -3.5304826e-23     0.097162594     0.039996728   0.00015746368       19.884863
   0.0095800257      0.15555487      0.09604192   4.1074195e-19    -0.067806711     -0.15574041  -8.3646239e-21   7.3873712e-19   4.6831245e-19  -6.6157119e-36       5.4050777    0.0083947985   7.5751531e-23     0.097155808     0.039980243   0.00015743031       19.875906
   0.0097399181      0.15580084     0.095710927  -6.7889305e-19    -0.068138629     -0.15598645   1.5836375e-21   9.2157556e-19   5.8077919e-19   7.6317548e-36       5.4051026    0.0084101259   9.3793315e-23     0.097148955     0.039963602   0.00015739663       19.866864
    0.009901478      0.15604796     0.095376177  -6.8170343e-19    -0.068474317     -0.15623364   -7.371486e-21  -1.3848782e-18  -8.3170116e-19  -3.0849314e-36       5.4051278    0.0084255593  -1.4667648e-22     0.097142034     0.039946805   0.00015736262       19.857737
    0.010064723      0.15629616     0.095037632   2.8512489e-19    -0.068813814     -0.15648197  -5.4912681e-21  -1.1670773e-18  -7.1273665e-19   6.2943512e-36       5.4051533    0.0084410988  -1.2269932e-22     0.097135044     0.039929851    0.0001573283       19.848524
     0.01022967       0.1565454     0.094695253   5.5328851e-20    -0.069157157     -0.15673141   9.7203837e-21  -4.7809679e-19  -3.1323581e-19   1.7809793e-35       5.4051791    0.0084567442   -5.097278e-23     0.097127986     0.039912738   0.00015729365       19.839224
    0.010396337      0.15679568        0.094349   6.6296982e-19    -0.069504387     -0.15698195   3.9445236e-21  -9.7943315e-19   -6.117808e-19  -9.1880957e-36       5.4052052    0.0084724954  -1.0642764e-22     0.097120858     0.039895464   0.00015725868       19.829837
    0.010564743      0.15704704     0.093998834   1.9005894e-18    -0.069855544     -0.15723356   1.1519004e-20    1.570851e-18   9.2991398e-19   1.3320744e-35       5.4052316    0.0084883523   1.7659485e-22     0.097113659     0.039878029   0.00015722338       19.820362
    0.010734905       0.1572995     0.093644714   5.3735667e-19    -0.070210668     -0.15748622   2.4531294e-20   4.7943153e-18   2.8497918e-18   2.9586463e-35       5.4052583    0.0085043146   5.3965781e-22     0.097106389     0.039860431   0.00015718775       19.810798
    0.010906842      0.15755307     0.093286601   -1.861005e-18      -0.0705698     -0.15773991   2.2331568e-20   3.1083715e-18   1.8460825e-18  -3.1292891e-35       5.4052854    0.0085203821   3.5020875e-22     0.097099048     0.039842668   0.00015715179       19.801144
    0.011080571      0.15780773     0.092924454  -1.5054285e-18    -0.070932979      -0.1579946   1.9102974e-20  -9.4227865e-19  -5.5601818e-19  -2.8919245e-35       5.4053128    0.0085365547  -1.1061866e-22     0.097091635      0.03982474   0.00015711549       19.791399
    0.011256113      0.15806338     0.092558233   3.6893722e-20    -0.071300246     -0.15825026   1.2047306e-20  -1.4613618e-18  -8.7279714e-19  -6.5926723e-36       5.4053405     0.008552832  -1.6723521e-22     0.097084148     0.039806645   0.00015707885       19.781564
    0.011433485      0.15831995     0.092187899  -4.5609075e-19    -0.071671639     -0.15850688   4.3950209e-21   -8.007142e-19  -4.6621312e-19   1.2798168e-35       5.4053686    0.0085692137  -9.4416979e-23     0.097076588     0.039788382   0.00015704187       19.771636
    0.011612707      0.15857737     0.091813413  -9.2710281e-19    -0.072047199     -0.15876443  -6.2424242e-21  -2.7992793e-18  -1.6062774e-18   5.2037301e-35        5.405397    0.0085856996  -3.3839836e-22     0.097068954      0.03976995   0.00015700455       19.761616
    0.011793798       0.1588356     0.091434735   8.0644929e-19    -0.072426966     -0.15902287  -3.7913449e-20  -3.5232795e-18  -2.0243397e-18   5.9087661e-36       5.4054257    0.0086022892  -4.2670622e-22     0.097061244     0.039751346   0.00015696688       19.751503
    0.011976778      0.15909466     0.091051824   1.7266702e-18     -0.07281098     -0.15928217   -4.720551e-20  -3.0262765e-19  -1.6764747e-19   -3.029804e-35       5.4054548    0.0086189822  -3.4659109e-23     0.097053459      0.03973257   0.00015692886       19.741295
    0.012161666      0.15935459     0.090664638   1.3930419e-20    -0.073199283     -0.15954232   4.9615091e-21   1.6650441e-18   9.5893545e-19   6.0091094e-36       5.4054842    0.0086357781   2.0716604e-22     0.097045597      0.03971362   0.00015689048       19.730993
    0.012348482      0.15961539     0.090273137  -8.3180765e-19    -0.073591916     -0.15980327   2.9055238e-20  -2.8850407e-19  -1.6639383e-19   -7.559504e-36        5.405514    0.0086526764  -3.7320198e-23     0.097037658     0.039694495   0.00015685176       19.720595
    0.012537247      0.15987705      0.08987728   7.0509721e-19     -0.07398892     -0.16006499  -1.8300653e-20  -8.1501351e-19  -4.7635115e-19   1.9493338e-36       5.4055442    0.0086696767  -1.0234402e-22     0.097029641     0.039675193   0.00015681267         19.7101
     0.01272798      0.16013951     0.089477027   1.1611379e-18    -0.074390336     -0.16032745  -3.4550095e-20   1.8165541e-18   1.0047802e-18   3.8045581e-35       5.4055747    0.0086867783   2.3654609e-22     0.097021546     0.039655714   0.00015677323       19.699508
    0.012920702      0.16040267     0.089072337  -7.2850003e-19    -0.074796203     -0.16059061  -7.8532011e-21    2.592633e-18   1.4445927e-18   -1.712796e-35       5.4056056    0.0087039808   3.3752292e-22     0.097013372     0.039636055   0.00015673342       19.688818
    0.013115435      0.16066642     0.088663171  -1.6441081e-18    -0.075206562     -0.16085445   1.2042957e-20  -3.8637957e-19  -2.1022968e-19  -1.2530478e-35       5.4056368    0.0087212834  -5.4493196e-23     0.097005117     0.039616215   0.00015669324        19.67803
    0.013312198      0.16093073     0.088249493  -9.7410576e-20    -0.075621452     -0.16111891   1.8558143e-20  -2.2530805e-18  -1.2514662e-18   5.2459579e-36       5.4056685    0.0087386856  -3.0205388e-22     0.096996782     0.039596193    0.0001566527       19.667141
    0.013511013      0.16119561     0.087831262   9.6187993e-19    -0.076040913     -0.16138397   1.2580594e-20  -6.2968856e-19  -3.5891103e-19  -2.6780284e-36       5.4057005    0.0087561865  -8.3549848e-23     0.096988365     0.039575988   0.00015661178       19.656153
    0.013711901      0.16146112     0.087408436   5.2830862e-19    -0.076464987     -0.16164958   5.5189959e-21   7.3381694e-19   4.0251188e-19    4.298452e-35       5.4057329    0.0087737855   8.1727241e-23     0.096979866     0.039555597   0.00015657049       19.645063
    0.013914885      0.16172732     0.086980971   -7.780226e-20    -0.076893713      -0.1619157   1.9284468e-21   9.0243351e-19   5.0050021e-19   2.8401868e-35       5.4057657    0.0087914818   1.2630817e-22     0.096971284      0.03953502   0.00015652882       19.633871
    0.014119985      0.16199407      0.08654879  -8.2369576e-19    -0.077327131     -0.16218229   1.6575911e-21   4.7090639e-20   3.6519902e-20  -1.1315094e-35       5.4057989    0.0088092744    4.614053e-23     0.096962619     0.039514255   0.00015648677       19.622576
    0.014327225      0.16226118     0.086111893  -4.8698419e-19    -0.077765281     -0.16244931  -1.7810727e-20   -1.500498e-18  -7.9455421e-19   7.2761671e-36       5.4058325    0.0088271626   -2.171516e-22     0.096953869     0.039493301   0.00015644434       19.611178
    0.014536626      0.16252861     0.085670307   9.8163082e-19    -0.078208204     -0.16271671  -3.5384933e-20  -8.9807729e-19  -4.8032627e-19  -2.0045135e-36       5.4058665    0.0088451454  -1.5039688e-22     0.096945033     0.039472155   0.00015640152       19.599676
     0.01474821      0.16279633     0.085223935   8.2445056e-19    -0.078655937     -0.16298444   2.1390922e-21   1.3648655e-18   7.0809197e-19  -8.4409389e-36       5.4059009    0.0088632219   2.0350642e-22     0.096936112     0.039450818   0.00015635831       19.588068
    0.014962002      0.16306431     0.084772701  -9.6897568e-19     -0.07910852     -0.16325246   2.9089564e-20   1.3144338e-18   6.9543611e-19   2.0059067e-35       5.4059357    0.0088813909   1.9390915e-22     0.096927104     0.039429287   0.00015631471       19.576354
    0.015178023      0.16333252     0.084316591  -1.1637111e-18    -0.079565991     -0.16352072  -1.6769191e-20   -1.448125e-18  -7.2290902e-19  -4.5136614e-36        5.405971    0.0088996514  -2.2374322e-22     0.096918008      0.03940756   0.00015627072       19.564534
    0.015396296      0.16360092     0.083855568   4.7851418e-19    -0.080028389     -0.16378917  -5.1091968e-20  -2.0021507e-18  -1.0221239e-18  -1.5178841e-35       5.4060066    0.0089180022  -3.0564842e-22     0.096908824     0.039385636   0.00015622633       19.552606
    0.015616846      0.16386948     0.083389598   7.2379571e-19    -0.080495753     -0.16405775  -3.1260276e-21  -3.4390326e-20  -2.3932187e-20   7.1888572e-36       5.4060428    0.0089364423  -3.4342056e-24     0.096899551     0.039363515   0.00015618154       19.540569
    0.015839697      0.16413815     0.082918641  -1.2342417e-19     -0.08096812     -0.16432642   5.7498678e-20   7.6783639e-20   3.8658232e-20   4.2003914e-36       5.4060793    0.0089549703   1.1067241e-23     0.096890188     0.039341193   0.00015613634       19.528423
    0.016064871      0.16440688     0.082442661   2.5607413e-19    -0.081445529     -0.16459511   4.3145979e-20  -3.9180058e-19  -2.0672972e-19  -1.1155806e-36       5.4061163    0.0089735849  -6.0760699e-23     0.096880734     0.039318671   0.00015609074       19.516167
    0.016292394      0.16467559     0.081961621   9.4482328e-19    -0.081928014     -0.16486378  -7.5187817e-21    8.045578e-19   3.8819734e-19   2.2167626e-36       5.4061537    0.0089922848   1.3202515e-22     0.096871188     0.039295946   0.00015604473       19.503799
    0.016522289      0.16494422     0.081475487   5.1634818e-19    -0.082415614     -0.16513235  -2.0697437e-20   2.2738678e-18   1.1219974e-18   6.1328339e-36       5.4061916    0.0090110685   3.7148998e-22      0.09686155     0.039273016    0.0001559983        19.49132
    0.016754582      0.16521268      0.08098422  -6.2937075e-19    -0.082908362     -0.16540078  -1.6903628e-21   2.2205686e-18    1.093804e-18  -4.2748951e-36       5.4062299    0.0090299347   3.6535341e-22     0.096851819     0.039249881   0.00015595146       19.478729
    0.016989298      0.16548092     0.080487788  -1.2125617e-18    -0.083406295     -0.16566901   1.7272266e-20   4.4471608e-19    2.227318e-19  -3.1935961e-36       5.4062688    0.0090488817   7.1862064e-23     0.096841994     0.039226538   0.00015590421       19.466024
    0.017226461      0.16574888     0.079986154  -6.3428927e-19    -0.083909448     -0.16593696   3.5253738e-20  -1.2160771e-18  -5.9166935e-19    3.287188e-37        5.406308     0.009067908  -2.0649023e-22     0.096832074     0.039202987   0.00015585653       19.453204
    0.017466098       0.1660165     0.079479286    3.100431e-19    -0.084417854     -0.16620457   2.5914779e-20  -1.3234943e-18  -6.4864551e-19  -3.6103144e-36       5.4063478    0.0090870119  -2.2405526e-22     0.096822059     0.039179225   0.00015580842       19.440269
    0.017708234      0.16628373      0.07896715   3.4123833e-19    -0.084931547     -0.16647179  -6.0137111e-21  -3.1851509e-19   -1.527745e-19   1.1140302e-35        5.406388    0.0091061917  -5.3616766e-23     0.096811946     0.039155251    0.0001557599       19.427218
    0.017952896      0.16655049     0.078449713   2.1412705e-20     -0.08545056     -0.16673853  -2.0146596e-20  -3.5097819e-19  -1.5395326e-19   2.9813248e-36       5.4064287    0.0091254456  -6.3430528e-23     0.096801737     0.039131064   0.00015571094       19.414051
    0.018200108      0.16681672     0.077926944   4.8714137e-19    -0.085974925     -0.16700474  -3.1224579e-20  -2.4724038e-19  -1.1302051e-19  -7.6343732e-36       5.4064699    0.0091447717  -4.3421239e-23     0.096791429     0.039106662   0.00015566154       19.400765
      0.0184499      0.16708235     0.077398812   4.7661302e-19    -0.086504672     -0.16727033  -1.9347255e-20   1.0131681e-18   4.6772917e-19  -3.2847831e-36       5.4065116    0.0091641682   1.8313621e-22     0.096781022     0.039082044   0.00015561172       19.387361
    0.018702296       0.1673473     0.076865287   3.0067633e-21    -0.087039833     -0.16753524   1.3254638e-20   1.0596424e-18   4.8560829e-19   5.1410998e-36       5.4065538     0.009183633   1.9390481e-22     0.096770515     0.039057207   0.00015556145       19.373837
    0.018957324      0.16761151     0.076326339  -2.6202967e-19    -0.087580436      -0.1677994   3.3984468e-20    9.924655e-19   4.4882849e-19   5.1232517e-36       5.4065965     0.009203164   1.8567015e-22     0.096759907     0.039032151   0.00015551074       19.360193
    0.019215012      0.16787488     0.075781942  -8.8354241e-19     -0.08812651     -0.16806272   2.6883295e-20   3.0726254e-19   1.3764971e-19  -6.1691143e-36       5.4066397    0.0092227592   5.6196095e-23     0.096749197     0.039006874   0.00015545959       19.346427
    0.019475387      0.16813735     0.075232066  -6.7447989e-19    -0.088678082     -0.16832512  -2.8318302e-20  -1.4577417e-18  -6.5313192e-19   1.1476826e-35       5.4066835    0.0092424163  -2.7839077e-22     0.096738384     0.038981373   0.00015540799        19.33254
    0.019738478      0.16839885     0.074676687   3.4751878e-19    -0.089235179     -0.16858653  -4.9367926e-20  -1.5210966e-18  -6.7360878e-19  -1.9697681e-37       5.4067277    0.0092621331  -2.9206165e-22     0.096727468     0.038955649   0.00015535594       19.318529
    0.020004313      0.16865928     0.074115778   6.0301837e-19    -0.089797826     -0.16884687  -1.3355712e-20  -4.6147861e-19  -2.0108279e-19  -1.1643582e-35       5.4067725    0.0092819071  -8.8916993e-23     0.096716448     0.038929699   0.00015530343       19.304395
     0.02027292      0.16891857     0.073549317   2.9855149e-19    -0.090366047     -0.16910605   8.2725519e-21   1.5128378e-19    6.570968e-20   7.7271882e-36       5.4068179     0.009301736   2.9850703e-23     0.096705322     0.038903521   0.00015525047       19.290136
    0.020544328      0.16917664     0.072977281   1.3283131e-19    -0.090939866     -0.16936399   1.5078789e-20   3.5455999e-19   1.4770182e-19  -9.0830765e-37       5.4068638    0.0093216172   7.0868817e-23      0.09669409     0.038877115   0.00015519705       19.275751
    0.020818567      0.16943339     0.072399656  -8.6894809e-21    -0.091519303     -0.16962059   6.9249844e-21   5.0413585e-19   2.1047786e-19   -4.575006e-36       5.4069102    0.0093415481   1.0280531e-22      0.09668275     0.038850478   0.00015514317       19.261239
    0.021095666      0.16968876     0.071816433  -1.8012898e-19    -0.092104379     -0.16987577   2.7899127e-21   3.1937849e-19   1.4019903e-19   1.3997449e-35       5.4069572    0.0093615261   6.4461216e-23     0.096671303     0.038823608   0.00015508882       19.246601
    0.021375655      0.16994261     0.071227575  -2.9592886e-20    -0.092695113     -0.17012944   6.6987224e-22   5.6777842e-21    7.922416e-21    5.023244e-36       5.4070047    0.0093815484   1.2592808e-24     0.096659746     0.038796505     0.000155034       19.231834
    0.021658563      0.17019485     0.070633048  -8.4307574e-20    -0.093291522      -0.1703815  -9.8110677e-21      2.3582e-19   9.9684025e-20  -1.5790716e-35       5.4070528    0.0094016121   5.0599158e-23     0.096648079     0.038769167   0.00015497872       19.216937
    0.021944423      0.17044541     0.070032846  -4.9267405e-19    -0.093893623     -0.17063187  -1.2516466e-20  -2.2515202e-19  -8.8159858e-20   3.7416057e-36       5.4071015    0.0094217144  -5.0723027e-23     0.096636302     0.038741591   0.00015492295       19.201911
    0.022233263       0.1706942      0.06942696   1.3903175e-19     -0.09450143     -0.17088043  -2.4858255e-20  -1.0906889e-18  -4.4312894e-19   7.0989995e-36       5.4071508    0.0094418521  -2.3648625e-22     0.096624412     0.038713778   0.00015486671       19.186753
    0.022525116       0.1709411     0.068815379   1.0434745e-18    -0.095114955      -0.1711271  -2.1798855e-20   1.7326487e-19   6.4745544e-20  -5.0939783e-36       5.4072006    0.0094620222   4.0008105e-23      0.09661241     0.038685724      0.00015481       19.171464
    0.022820012      0.17118602     0.068198091  -1.2697384e-19    -0.095734211     -0.17137177    2.382488e-20   1.7255024e-18   6.8775381e-19  -2.9184994e-36        5.407251    0.0094822215   3.7972144e-22     0.096600294     0.038657428   0.00015475279       19.156042
    0.023117984      0.17142887     0.067575088  -1.4365757e-18    -0.096359206     -0.17161434   2.8350813e-20  -2.0307874e-19  -7.3370334e-20  -6.4275097e-37       5.4073021    0.0095024468  -4.9734436e-23     0.096588063     0.038628889   0.00015469511       19.140487
    0.023419063      0.17166953     0.066946364  -5.6923445e-20    -0.096989947     -0.17185471  -4.5462585e-20  -2.1399095e-18  -8.3448315e-19   4.9376919e-36       5.4073537    0.0095226945  -4.8332639e-22     0.096575716     0.038600105   0.00015463693       19.124796
    0.023723283      0.17190789     0.066311912   1.0976582e-18     -0.09762644     -0.17209276  -5.7600592e-20  -3.0918986e-19  -1.2097113e-19  -4.9626143e-36        5.407406    0.0095429613  -6.8552132e-23     0.096563252     0.038571075   0.00015457826       19.108971
    0.024030675      0.17214384      0.06567173   1.7828447e-19    -0.098268689     -0.17232839   8.5605293e-21   8.2146961e-19     3.23637e-19   1.3848259e-36       5.4074589    0.0095632436   1.8764469e-22     0.096550671     0.038541797    0.0001545191       19.093009
    0.024341273      0.17237727     0.065025815  -2.6708905e-19    -0.098916696      -0.1725615   3.2382457e-20   1.5259169e-19   6.6308169e-20   3.2871727e-36       5.4075124    0.0095835377    3.434368e-23     0.096537971     0.038512269   0.00015445944       19.076909
     0.02465511      0.17260806     0.064374169  -3.8780487e-20    -0.099570459     -0.17279196   2.6314155e-20   9.8437374e-20   3.8565086e-20  -6.3928064e-36       5.4075665    0.0096038399   2.1819665e-23     0.096525151      0.03848249   0.00015439928       19.060672
     0.02497222      0.17283611     0.063716795   3.7891355e-19     -0.10022998     -0.17301967   1.5156719e-20   4.3161952e-20   1.5024539e-20   5.1128898e-36       5.4076213    0.0096241463   1.0338101e-23      0.09651221     0.038452458   0.00015433862       19.044295
    0.025292637       0.1730613     0.063053697   4.3491443e-19     -0.10089524     -0.17324451   1.5608672e-20    1.100294e-18   4.0051618e-19   6.1840285e-36       5.4076767     0.009644453   2.7048578e-22     0.096499148     0.038422171   0.00015427745       19.027779
    0.025616396      0.17328353     0.062384884   -7.494619e-19     -0.10156625     -0.17346635   4.0196538e-20   1.1740686e-18   4.3043064e-19  -7.6339841e-36       5.4077327    0.0096647559   2.8576253e-22     0.096485963     0.038391629   0.00015421577       19.011121
    0.025943531      0.17350268     0.061710366  -9.2990024e-19       -0.102243     -0.17368509   2.0402328e-20   -9.157658e-19  -3.2417142e-19   1.2884872e-36       5.4077894    0.0096850508  -2.2934129e-22     0.096472654     0.038360829   0.00015415358       18.994322
    0.026274078      0.17371861     0.061030155   1.8006249e-19     -0.10292546      -0.1739006  -1.3887173e-20  -1.2762878e-18  -4.5444451e-19    4.129982e-36       5.4078468    0.0097053335  -3.1821874e-22      0.09645922     0.038329769   0.00015409088        18.97738
    0.026608073      0.17393121     0.060344268   3.6504976e-19     -0.10361362     -0.17411275  -1.3905736e-20   -4.106729e-19  -1.4491394e-19  -3.0250614e-36       5.4079049    0.0097255997  -1.0308274e-22      0.09644566     0.038298449   0.00015402766       18.960295
     0.02694555      0.17414035     0.059652722  -1.1723712e-19     -0.10430748     -0.17432143  -8.1964756e-21  -2.9745809e-19  -1.0242535e-19   3.5424506e-36       5.4079636    0.0097458448  -7.7275787e-23     0.096431974     0.038266867   0.00015396392       18.943065
    0.027286547      0.17434588     0.058955536  -7.1197899e-20       -0.105007      -0.1745265  -7.6947423e-21   -7.092256e-19  -2.3959627e-19  -7.4108399e-37        5.408023    0.0097660643  -1.8642198e-22     0.096418159      0.03823502   0.00015389965        18.92569
      0.0276311       0.1745477     0.058252735   3.8917586e-19     -0.10571216     -0.17472784   -6.544918e-24  -4.6889987e-19  -1.5703496e-19   -2.292228e-36       5.4080831    0.0097862535  -1.2252733e-22     0.096404215     0.038202908   0.00015383487       18.908168
    0.027979247      0.17474566     0.057544344   6.7463559e-19     -0.10642295     -0.17492531   6.6317529e-21   3.2209088e-19   1.0548408e-19   3.8455063e-36       5.4081439    0.0098064077   8.7918603e-23     0.096390141     0.038170528   0.00015376955         18.8905
    0.028331025      0.17493966     0.056830393   7.0444897e-19     -0.10713932     -0.17511879  -8.2786887e-21   1.2919859e-18   4.1761958e-19   4.4336519e-36       5.4082054     0.009826522   3.5124078e-22     0.096375936      0.03813788    0.0001537037       18.872683
    0.028686471      0.17512956     0.056110916   1.1453087e-20     -0.10786125     -0.17530815   7.5534425e-21    2.139656e-18   6.8459793e-19  -2.1423779e-36       5.4082676    0.0098465913   5.8345042e-22     0.096361599     0.038104962   0.00015363732       18.854717
    0.029045624      0.17531523     0.055385946  -6.1972716e-19      -0.1085887     -0.17549324   2.0462922e-20   1.2742687e-18   4.0222042e-19   -2.739108e-36       5.4083306    0.0098666105   3.5072894e-22     0.096347128     0.038071772   0.00015357041       18.836601
    0.029408522      0.17549652     0.054655524  -3.7435852e-19     -0.10932163     -0.17567393  -1.8457351e-20   4.8555545e-19   1.5100138e-19  -2.4251841e-36       5.4083942    0.0098865745   1.3895369e-22     0.096332523     0.038038308   0.00015350295       18.818335
    0.029775206      0.17567331     0.053919698  -6.2193759e-19     -0.11006001     -0.17585009  -2.0049254e-20   2.8781041e-19   9.1311579e-20   4.5423159e-36       5.4084586    0.0099064779   7.9395747e-23     0.096317783     0.038004569   0.00015343495       18.799917
    0.030145713      0.17584543      0.05317852  -9.4897671e-19     -0.11080378     -0.17602158   2.9437342e-20  -1.1328429e-18  -3.4101335e-19   9.1365436e-36       5.4085237    0.0099263154  -3.2904895e-22     0.096302906     0.037970553   0.00015336641       18.781346
    0.030520085      0.17601274     0.052432023   2.0244687e-20      -0.1115529     -0.17618824   4.5160156e-20  -2.1589249e-18  -6.4298065e-19   -8.111934e-36       5.4085896    0.0099460812   -6.236104e-22     0.096287891      0.03793626   0.00015329733       18.762622
     0.03089836      0.17617509     0.051680248   1.0584214e-18     -0.11230731     -0.17634996   4.5933719e-21  -1.0425089e-18   -3.107519e-19   1.5176739e-36       5.4086562    0.0099657699   -3.006906e-22     0.096272737     0.037901686   0.00015322769       18.743744
    0.031280581      0.17633235     0.050923257   5.1450474e-19     -0.11306697     -0.17650657  -1.9440162e-20   6.0801106e-19   1.6607086e-19   1.0912216e-37       5.4087235    0.0099853756   1.8252691e-22     0.096257443     0.037866832    0.0001531575        18.72471
