#             x      grad(U)_xx      grad(U)_xy      grad(U)_xz      grad(U)_yx      grad(U)_yy      grad(U)_yz      grad(U)_zx      grad(U)_zy      grad(U)_zz             U_x             U_y             U_z              kl              kt             nut           omega
    0.031666788      0.17648442     0.050161117  -4.6902243e-19      -0.1138318     -0.17665794    4.374163e-21   2.8243828e-19    7.782335e-20  -6.3186533e-36       5.4087916     0.010004892   8.4335045e-23     0.096242009     0.037831694   0.00015308676        18.70552
    0.032057023      0.17663112     0.049393893  -1.3852751e-19     -0.11460176     -0.17680392  -6.7145706e-21  -6.1034218e-19  -1.7370714e-19   5.1467108e-36       5.4088605     0.010024315  -1.8383899e-22     0.096226432     0.037796272   0.00015301546       18.686173
    0.032451328      0.17677232     0.048621652   3.5657279e-19     -0.11537676     -0.17694437  -5.5132984e-20  -6.1763027e-20  -2.3935794e-20  -1.8105623e-36       5.4089302     0.010043636  -1.8133431e-23     0.096210711     0.037760564   0.00015294361       18.666669
    0.032849744      0.17690787     0.047844467   -8.885857e-20     -0.11615673     -0.17707913  -4.2518784e-20   3.1981136e-19   8.7950185e-20  -2.2157304e-36       5.4090007      0.01006285   9.6189356e-23     0.096194847     0.037724569   0.00015287119       18.647005
    0.033252316      0.17703761     0.047062414  -2.9877277e-19     -0.11694161     -0.17720807   1.2298584e-20  -2.8982142e-19  -7.1435431e-20   2.2505328e-36       5.4090719      0.01008195  -9.3360415e-23     0.096178836     0.037688285   0.00015279821       18.627182
    0.033659086      0.17716138     0.046275571   2.2702631e-19     -0.11773132     -0.17733104   2.0178465e-20  -4.4485557e-19  -1.1506108e-19    3.124138e-37       5.4091439     0.010100931  -1.4030392e-22     0.096162679      0.03765171   0.00015272466       18.607198
    0.034070098      0.17727902     0.045484022   3.3476771e-19     -0.11852576     -0.17744788   -1.486952e-20     2.98794e-19   7.4700633e-20   1.4185649e-36       5.4092168     0.010119786   9.6177279e-23     0.096146374     0.037614844   0.00015265054       18.587053
    0.034485397       0.1773904     0.044687853  -2.0559169e-19     -0.11932486     -0.17755845  -1.9144577e-20   4.1074717e-19   1.0526044e-19     9.43862e-37       5.4092904     0.010138507   1.3025123e-22      0.09612992     0.037577684   0.00015257585       18.566746
    0.034905027      0.17749537     0.043887159  -2.6023789e-19     -0.12012852     -0.17766259   3.0435145e-21  -2.3221238e-19  -5.3177603e-20  -2.3656768e-36       5.4093649     0.010157089  -7.9528107e-23     0.096113315     0.037540229   0.00015250059       18.546275
    0.035329034      0.17759379     0.043082035   3.0444153e-19     -0.12093665     -0.17776016    2.269705e-21  -2.5100814e-19  -6.0101591e-20   5.7715295e-37       5.4094401     0.010175524  -8.4255468e-23     0.096096559     0.037502477   0.00015242475       18.525641
    0.035757462      0.17768554     0.042272585   4.6728937e-19     -0.12174913       -0.177851   1.1773238e-20   5.4786499e-19   1.3326126e-19   7.2746152e-36       5.4095162     0.010193805   1.8699874e-22     0.096079651     0.037464428   0.00015234834       18.504842
    0.036190358      0.17777045     0.041458913  -1.1553303e-19     -0.12256588     -0.17793497   3.7808621e-20   9.2494909e-19   2.2625574e-19  -7.9129983e-37       5.4095932     0.010211926   3.1664618e-22     0.096062589     0.037426079   0.00015227135       18.483877
    0.036627769      0.17784837      0.04064113  -5.5176361e-19     -0.12338677     -0.17801192   2.1628323e-20   2.2745358e-19    5.821989e-20  -4.3491946e-36       5.4096709     0.010229879   7.8298981e-23     0.096045371     0.037387429   0.00015219377       18.462745
    0.037069742      0.17791913     0.039819351   -3.581131e-19      -0.1242117     -0.17808169  -1.3446323e-20  -4.8603972e-19  -1.1068045e-19   2.9412215e-36       5.4097496     0.010247657  -1.7035322e-22     0.096027998     0.037348477   0.00015211561       18.441446
    0.037516324      0.17798256     0.038993694   1.3232914e-19     -0.12504054     -0.17814413  -6.8229256e-21  -6.6790604e-19  -1.5014365e-19  -1.3965379e-36        5.409829     0.010265253  -2.3768889e-22     0.096010467     0.037309221   0.00015203686       18.419979
    0.037967563      0.17803853     0.038164282   4.0220497e-19     -0.12587318      -0.1781991   1.7215142e-20  -1.3517956e-19  -3.3587959e-20  -3.6468645e-36       5.4099093     0.010282659  -4.5976653e-23     0.095992777      0.03726966   0.00015195753       18.398343
    0.038423508      0.17808687     0.037331244  -2.2001427e-20     -0.12670948     -0.17824645   2.0814955e-20   3.4963391e-19   7.2111479e-20   2.6013161e-36       5.4099905     0.010299867   1.2923714e-22     0.095974928     0.037229793    0.0001518776       18.376537
    0.038884209      0.17812747     0.036494713   -1.770391e-19     -0.12754931     -0.17828602  -4.9426553e-21  -2.0002972e-19  -4.3925036e-20  -4.5969336e-37       5.4100726      0.01031687  -7.4455116e-23     0.095956917     0.037189617   0.00015179709       18.354561
    0.039349714      0.17816018     0.035654828   4.1181115e-19     -0.12839253     -0.17831768  -2.6837265e-20  -9.2562248e-20  -2.4971506e-20  -1.5238422e-36       5.4101555     0.010333661    -3.21146e-23     0.095938745     0.037149132   0.00015171598       18.332412
    0.039820074      0.17818488     0.034811729   1.4627237e-19     -0.12923901     -0.17834127   3.3841592e-23   8.4287608e-19   1.6599851e-19    1.567605e-36       5.4102393     0.010350231   3.1864813e-22     0.095920408     0.037108337   0.00015163427       18.310092
    0.040295339      0.17820141     0.033965566   -5.952628e-19     -0.13008858     -0.17835664  -2.0876146e-22    2.591057e-19   5.2787515e-20  -2.5577761e-38        5.410324     0.010366572   9.5987615e-23     0.095901908     0.037067229   0.00015155196       18.287598
    0.040775561      0.17820961     0.033116494  -6.6985975e-20      -0.1309411     -0.17836366  -5.2922448e-20   -6.589808e-19  -1.2544428e-19   1.4539701e-36       5.4104095     0.010382677  -2.5492482e-22     0.095883241     0.037025808   0.00015146906        18.26493
    0.041260791      0.17820933      0.03226467   6.5121129e-19     -0.13179642     -0.17836218  -4.4136297e-20   1.1269412e-19   2.1484426e-20    2.427155e-36        5.410496     0.010398537   4.3137654e-23     0.095864407     0.036984071   0.00015138555       18.242088
    0.041751081      0.17820041     0.031410256   5.0026072e-20     -0.13265437     -0.17835206   1.4874464e-20   9.7991429e-19   1.8171458e-19  -1.9714895e-36       5.4105834     0.010414144   3.8307157e-22     0.095845404     0.036942019   0.00015130144        18.21907
    0.042246485       0.1781827     0.030553419  -8.6659011e-19     -0.13351478     -0.17833316   4.1519967e-20   2.1521165e-19    4.562299e-20   4.0011629e-37       5.4106716      0.01042949   8.1566848e-23     0.095826232     0.036899649   0.00015121673       18.195876
    0.042747055      0.17815608      0.02969433  -4.7161974e-19     -0.13437748     -0.17830534   2.7916202e-20  -1.2008601e-18  -1.9819193e-19   6.2836993e-37       5.4107608     0.010444567   -4.857632e-22     0.095806889     0.036856961    0.0001511314       18.172505
    0.043252845      0.17812042     0.028833168   5.8128431e-19      -0.1352423     -0.17826847   3.7022383e-21  -9.4413366e-19  -1.5634708e-19  -1.8000245e-36       5.4108509     0.010459366  -3.8180937e-22     0.095787373     0.036813952   0.00015104547       18.148956
    0.043763911      0.17807563     0.027970115   4.5879324e-19     -0.13610905     -0.17822242      2.0044e-20    2.702888e-19   4.4693353e-20  -1.5587646e-36       5.4109419     0.010473879   1.1368233e-22     0.095767684     0.036770622   0.00015095893       18.125228
    0.044280306      0.17802157     0.027105359  -1.1202551e-19     -0.13697755     -0.17816704   2.9888861e-20   1.9225569e-19   2.8245142e-20    2.848872e-36       5.4110339     0.010488097   8.1325194e-23      0.09574782      0.03672697   0.00015087178       18.101321
    0.044802087      0.17795811     0.026239092   1.8880341e-20      -0.1378476     -0.17810222  -8.4004065e-21  -1.8712244e-20  -1.3603515e-20   3.9153117e-36       5.4111267     0.010502012  -4.8233349e-24     0.095727781     0.036682994   0.00015078401       18.077234
    0.045329309       0.1778851     0.025371509   4.9788706e-20     -0.13871901     -0.17802783  -3.5064547e-20   2.4062384e-19   3.0712557e-20  -4.6156365e-36       5.4112205     0.010515615   1.0327812e-22     0.095707564     0.036638692   0.00015069563       18.052966
     0.04586203      0.17780241     0.024502812  -2.4139239e-20     -0.13959158     -0.17794374   -4.161446e-20   1.0693436e-19   1.5818999e-20   1.5384319e-36       5.4113153     0.010528897   4.3956287e-23     0.095687168     0.036594065   0.00015060664       18.028516
    0.046400307      0.17770989     0.023633203   6.9193435e-20     -0.14046511     -0.17784984  -8.7949275e-21   1.8627459e-19   2.6650859e-20    2.177624e-36       5.4114109      0.01054185   7.9347572e-23     0.095666592      0.03654911   0.00015051702       18.003885
    0.046944197      0.17760743     0.022762893  -1.5382743e-19     -0.14133938     -0.17774601   3.8259917e-20   2.7587681e-19   4.4007421e-20  -2.8530328e-36       5.4115076     0.010554465   1.2165075e-22     0.095645836     0.036503826   0.00015042679        17.97907
     0.04749376      0.17749493     0.021892097  -3.0070734e-19     -0.14221418     -0.17763214   1.6540658e-20  -2.0786624e-19  -2.1599955e-20   -2.836076e-39       5.4116051     0.010566734   -9.302037e-23     0.095624896     0.036458213   0.00015033594       17.954072
    0.048049054      0.17737231     0.021021034  -1.9434519e-20      -0.1430893     -0.17750811  -1.7604854e-20  -4.6610139e-19  -6.2765536e-20   1.4526506e-36       5.4117037     0.010578646  -2.1127215e-22     0.095603773     0.036412268   0.00015024447       17.928889
    0.048610139      0.17723948     0.020149929  -1.1961903e-20      -0.1439645     -0.17737382   1.6205791e-20  -2.4232376e-19  -3.1666273e-20   3.3520301e-36       5.4118031     0.010590195   -1.105179e-22     0.095582465     0.036365992   0.00015015237       17.903521
    0.049177075      0.17709634      0.01927901  -1.0081752e-19     -0.14483957     -0.17722917   2.6090654e-20  -4.9485058e-19  -5.0764702e-20  -2.9603823e-36       5.4119036      0.01060137  -2.2682941e-22      0.09556097     0.036319383   0.00015005965       17.877967
    0.049749924      0.17694278     0.018408508   3.3082308e-19     -0.14571426     -0.17707407  -3.5504495e-20  -4.8658099e-19  -5.1917566e-20   1.7657351e-36        5.412005     0.010612162  -2.2452881e-22     0.095539288     0.036272439   0.00014996631       17.852227
    0.050328748       0.1767787      0.01753866    2.364968e-19     -0.14658835     -0.17690841  -3.6925046e-20   3.3953893e-19   3.1242821e-20   2.9860039e-36       5.4121073     0.010622564   1.5885648e-22     0.095517417     0.036225161   0.00014987234       17.826301
    0.050913608      0.17660397     0.016669703    -4.13375e-19     -0.14746159     -0.17673211   1.9691228e-20   9.8776329e-20    1.099039e-20  -4.7865195e-36       5.4122107     0.010632566   4.2698989e-23     0.095495355     0.036177546   0.00014977774       17.800186
    0.051504567       0.1764185     0.015801881   6.3189673e-20     -0.14833375      -0.1765451   1.1162479e-20  -6.8279932e-19  -5.9756381e-20  -1.1361876e-36        5.412315     0.010642158  -3.2985699e-22     0.095473102     0.036129594   0.00014968252       17.773883
    0.052101689      0.17622222     0.014935439   8.4291228e-19     -0.14920457     -0.17634728  -4.0559078e-20   2.6459656e-19   2.2725331e-20   2.1254722e-36       5.4124203     0.010651334   1.3294121e-22     0.095450655     0.036081303   0.00014958666       17.747391
    0.052705039      0.17601506     0.014070629   1.6838707e-19     -0.15007381     -0.17613858  -2.7647851e-20   1.3885689e-18   1.1582291e-19   3.5799156e-36       5.4125265     0.010660082   6.8358758e-22     0.095428014     0.036032674   0.00014949018        17.72071
    0.053314682        0.175797     0.013207706  -4.9745744e-19     -0.15094121     -0.17591894   3.1177523e-20   6.5370869e-19    5.763585e-20  -3.6113184e-36       5.4126337     0.010668396    3.200944e-22     0.095405178     0.035983704   0.00014939307       17.693838
    0.053930682      0.17556797     0.012346927  -1.9889237e-19     -0.15180652     -0.17568829   3.5120505e-20    1.461728e-19   1.6651647e-20  -6.9147817e-37        5.412742     0.010676265   7.4935929e-23     0.095382144     0.035934393   0.00014929533       17.666776
    0.054553106      0.17532793     0.011488553  -2.3632357e-19     -0.15266947     -0.17544658   2.2974219e-20   1.5434669e-19   1.6817245e-20   4.4565054e-36       5.4128512     0.010683681   7.9058394e-23     0.095358912     0.035884741   0.00014919695       17.639523
    0.055182022       0.1750768     0.010632846  -9.7424778e-20     -0.15352981     -0.17519374     4.60727e-20  -4.3937362e-19  -2.4684937e-20   9.4058258e-38       5.4129613     0.010690636  -2.2553897e-22     0.095335481     0.035834745   0.00014909794       17.612078
    0.055817496       0.1748145    0.0097800708   3.7932625e-19     -0.15438726     -0.17492974    5.011791e-20  -8.6251708e-20  -6.6974896e-21  -3.8827091e-36       5.4130725      0.01069712  -3.2862066e-23     0.095311848     0.035784406    0.0001489983        17.58444
    0.056459598      0.17454099    0.0089304946   1.6677314e-19     -0.15524157     -0.17465454   6.1265752e-21   4.7654942e-19   1.4302889e-20   1.4932305e-37       5.4131847     0.010703125   2.6213319e-22     0.095288013     0.035733723   0.00014889802        17.55661
    0.057108397      0.17425621    0.0080843865  -1.1555404e-19     -0.15609246      -0.1743681  -4.0074725e-20   3.1028489e-19   -5.962225e-21   9.4822082e-37       5.4132978     0.010708644   1.7066862e-22     0.095263975     0.035682694   0.00014879711       17.528586
    0.057763961      0.17396016    0.0072420184  -1.6363798e-19     -0.15693966     -0.17407039  -1.3358101e-20    1.958232e-19  -6.3348617e-22  -5.7172884e-37       5.4134119     0.010713666   1.0949761e-22     0.095239731     0.035631319   0.00014869557       17.500368
    0.058426363      0.17365282    0.0064036644  -2.6936293e-19     -0.15778289     -0.17376139   1.4024084e-20  -9.1893227e-20  -9.7633923e-21   1.8772206e-36       5.4135271     0.010718184  -4.4444574e-23      0.09521528     0.035579598   0.00014859339       17.471955
    0.059095673      0.17333421    0.0055696002  -2.0449297e-19     -0.15862189     -0.17344108  -2.6232342e-20  -4.5959298e-19  -2.9706618e-20   9.4709263e-37       5.4136432     0.010722189  -2.4966223e-22     0.095190622     0.035527529   0.00014849057       17.443348
    0.059771963      0.17300433    0.0047401029  -1.0170741e-19     -0.15945638     -0.17310946  -4.7253065e-20  -5.6907057e-19  -3.0679713e-20    9.237623e-37       5.4137603     0.010725674  -3.1919403e-22     0.095165755     0.035475112   0.00014838712       17.414546
    0.060455306      0.17266317    0.0039154499  -6.4054208e-20     -0.16028607     -0.17276653  -2.3686026e-20  -6.8037183e-19  -2.4819923e-20  -9.1895545e-38       5.4138784      0.01072863  -3.8880989e-22     0.095140677     0.035422346   0.00014828303       17.385547
    0.061145775      0.17231071    0.0030959188   3.2583552e-19      -0.1611107     -0.17241228  -1.0358369e-20  -7.0314009e-19  -1.6792177e-20  -1.7301633e-36       5.4139975     0.010731049  -4.0478549e-22     0.095115387     0.035369231   0.00014817831       17.356353
    0.061843446      0.17194695    0.0022817878   6.3142679e-19     -0.16192998     -0.17204674  -1.6242588e-20   1.2708882e-19   1.8962349e-21  -6.7961815e-37       5.4141176     0.010732924   7.3728162e-23     0.095089884     0.035315765   0.00014807295       17.326962
    0.062548392      0.17157188    0.0014733351   1.6163754e-19     -0.16274363     -0.17166992   7.5528811e-21   8.2722439e-19   1.7939684e-20   1.1549546e-36       5.4142386     0.010734246    4.809764e-22     0.095064166      0.03526195   0.00014796695       17.297373
    0.063260691      0.17118554   0.00067083946  -3.1878967e-19     -0.16355138     -0.17128184   3.5049231e-20   4.9736512e-19   1.5718628e-20  -1.5909847e-37       5.4143607     0.010735009   2.9283898e-22     0.095038233     0.035207783   0.00014786032       17.267587
    0.063980417      0.17078797  -0.00012542051  -3.7289029e-19     -0.16435295     -0.17088253   3.8053624e-20   3.4533928e-20   6.3258984e-21  -1.1453232e-36       5.4144838     0.010735204   2.2530671e-23     0.095012081     0.035153264   0.00014775305       17.237604
     0.06470765      0.17037923  -0.00091516638  -2.2651065e-19     -0.16514806     -0.17047205   1.4161667e-20  -4.1454343e-19    -6.14279e-21   -1.073198e-36       5.4146078     0.010734824  -2.4770112e-22     0.094985712     0.035098394   0.00014764514       17.207422
    0.065442467      0.16995938   -0.0016981208      1.2793e-19     -0.16593643     -0.17005043  -2.1142736e-20  -5.0614101e-19  -2.3360247e-21   1.0327487e-36       5.4147328     0.010733863  -3.0562248e-22     0.094959122     0.035043171   0.00014753659       17.177042
    0.066184948      0.16952848    -0.002474008   3.1352743e-19     -0.16671779     -0.16961773  -1.8622294e-20   -8.896867e-20   3.7310641e-21   2.8711083e-36       5.4148589     0.010732313  -5.3284732e-23      0.09493231     0.034987595   0.00014742741       17.146463
    0.066935172      0.16908658    -0.003242554   2.4225571e-19     -0.16749186       -0.169174  -2.7578385e-20   2.5786959e-19  -7.2897281e-21  -1.6103067e-36       5.4149859     0.010730168   1.6167964e-22     0.094905276     0.034931666   0.00014731759       17.115684
     0.06769322      0.16863373    -0.004003487  -5.8153565e-20     -0.16825838     -0.16871933  -1.0438714e-20   4.9813436e-19   -5.836605e-21  -5.8329915e-37       5.4151139      0.01072742   3.1248352e-22     0.094878017     0.034875383   0.00014720714       17.084707
    0.068459173      0.16816998    -0.004756537  -4.0830144e-19     -0.16901707     -0.16825378   3.6733678e-20   1.0928686e-19   5.8394215e-21   2.5714105e-36       5.4152429     0.010724064   6.7413129e-23     0.094850533     0.034818746   0.00014709605       17.053529
    0.069233115      0.16769542   -0.0055014362  -2.1496577e-19     -0.16976766     -0.16777744  -2.0164598e-20  -4.9812321e-19   8.5808047e-21    1.283898e-37       5.4153728     0.010720094  -3.2127046e-22     0.094822821     0.034761755   0.00014698433       17.022152
    0.070015128      0.16721014   -0.0062379193   6.4306173e-20      -0.1705099     -0.16729039  -8.1758701e-20  -3.8979795e-19   7.7892124e-21  -5.0454433e-37       5.4155038     0.010715503  -2.6294567e-22     0.094794882      0.03470441   0.00014687197       16.990574
    0.070805297      0.16671424   -0.0069657237   1.1020963e-19     -0.17124351     -0.16679274  -3.6401956e-20  -3.0905103e-19   2.2766013e-20  -1.6212863e-36       5.4156357     0.010710285  -2.2053994e-22     0.094766712      0.03464671   0.00014675897       16.958796
    0.071603706      0.16620786   -0.0076845903     3.17166e-19     -0.17196824     -0.16628459   9.1973494e-21  -1.0740012e-19   2.7921155e-20  -4.4693446e-37       5.4157686     0.010704436  -8.2104059e-23     0.094738311     0.034588655   0.00014664534       16.926818
    0.072410442       0.1656911   -0.0083942639   2.6630462e-19     -0.17268384     -0.16576605   2.6823164e-20   4.5086136e-19    1.061163e-21    1.581345e-36       5.4159025     0.010697949   2.9567299e-22     0.094709678     0.034530246   0.00014653108       16.894638
    0.073225592      0.16516408   -0.0090944938   -1.006722e-19     -0.17339005     -0.16523724   4.2650588e-20   5.1336759e-19  -1.5280537e-20  -5.8231195e-37       5.4160373     0.010690821   3.4245909e-22     0.094680811     0.034471481   0.00014641618       16.862258
    0.074049243      0.16462692   -0.0097850337  -3.0874182e-19     -0.17408662     -0.16469828   4.5895023e-20   1.8507528e-19  -8.6546237e-22   1.7492982e-37       5.4161731     0.010683045   1.2409326e-22     0.094651709     0.034412362   0.00014630066       16.829677
    0.074881483      0.16407973    -0.010465642  -2.2500209e-19     -0.17477333      -0.1641493   2.2705447e-20   -2.448985e-19   1.8837463e-20   2.5361912e-36       5.4163099     0.010674618  -1.7049442e-22      0.09462237     0.034352887    0.0001461845       16.796894
    0.075722403      0.16352264     -0.01113608   1.8370496e-19     -0.17544992     -0.16359045  -1.2175849e-20  -3.5445371e-19   2.3003518e-20  -9.9275118e-37       5.4164476     0.010665534  -2.4783437e-22     0.094592793     0.034293057   0.00014606771        16.76391
    0.076572093      0.16295579    -0.011796117   3.7650595e-19     -0.17611616     -0.16302187  -7.6405285e-21   2.0772367e-19  -1.0077827e-20  -1.2984129e-36       5.4165863     0.010655791    1.508675e-22     0.094562976     0.034232873   0.00014595029       16.730725
    0.077430644      0.16237935    -0.012445524  -8.1113905e-20     -0.17677184     -0.16244371   6.2733174e-21   5.4397262e-19  -4.1943173e-20    1.381488e-36        5.416726     0.010645384    3.928674e-22     0.094532919     0.034172333   0.00014583224       16.697338
    0.078298149      0.16179347    -0.013084081    -3.17797e-19     -0.17741672     -0.16185613   2.6547362e-21    5.833678e-24  -6.6614851e-21  -1.9709664e-36       5.4168666      0.01063431  -4.1937631e-24      0.09450262     0.034111439   0.00014571356        16.66375
    0.079174701      0.16119835    -0.013711572   9.8269232e-20      -0.1780506     -0.16125929  -6.7318495e-21  -2.1620092e-19   1.6423103e-20  -7.9059834e-37       5.4170081     0.010622566  -1.5850395e-22     0.094472077      0.03405019   0.00014559426        16.62996
    0.080060395      0.16059414     -0.01432779   1.5106771e-19     -0.17867326     -0.16065336  -7.2292784e-21   2.3964505e-19  -1.3963294e-20   1.1174698e-36       5.4171506     0.010610148   1.8133718e-22     0.094441289     0.033988587   0.00014547433       16.595968
    0.080955325      0.15998101    -0.014932533  -6.1023727e-20      -0.1792845     -0.16003852  -1.2700739e-20   1.4076433e-19  -8.7363594e-21  -8.5863044e-37       5.4172941     0.010597055   1.0352527e-22     0.094410255      0.03392663   0.00014535378       16.561776
    0.081859589      0.15935915    -0.015525606   1.0784987e-19     -0.17988414     -0.15941494  -2.1716516e-20   9.6438907e-20  -6.9276784e-21   1.8618281e-37       5.4174385     0.010583283   6.9354491e-23     0.094378973     0.033864319    0.0001452326       16.527381
    0.082773283      0.15872871    -0.016106822  -5.7470361e-20     -0.18047197     -0.15878282    1.387561e-20   4.0312776e-19  -2.7369652e-20  -3.8613267e-38       5.4175838     0.010568832   3.0634037e-22     0.094347443     0.033801654    0.0001451108       16.492786
    0.083696507       0.1580899    -0.016675999  -4.9617739e-19     -0.18104783     -0.15814235   4.9747715e-20  -5.2988959e-20   1.4447378e-20    7.902218e-37         5.41773     0.010553698   -4.531537e-23     0.094315662     0.033738637   0.00014498838       16.457989
    0.084629358      0.15744291    -0.017232964  -2.5242234e-19     -0.18161153     -0.15749371   2.4907095e-20  -7.9179961e-19   7.5660219e-20   1.1653859e-36       5.4178772     0.010537882  -6.2196351e-22     0.094283629     0.033675267   0.00014486534       16.422991
    0.085571939      0.15678794    -0.017777551   2.9521159e-19     -0.18216292     -0.15683712  -1.8386148e-20  -6.4473606e-19    5.790691e-20  -2.9274887e-37       5.4180253     0.010521382   -5.064333e-22     0.094251343     0.033611545   0.00014474168       16.387791
    0.086524349      0.15612521    -0.018309603   3.4051767e-19     -0.18270183     -0.15617277  -2.0305018e-20  -6.9051428e-20   5.2745664e-22   1.5485945e-36       5.4181743     0.010504197   -5.383899e-23     0.094218803     0.033547471   0.00014461741       16.352391
    0.087486692      0.15545492    -0.018828972   1.7166865e-19     -0.18322811     -0.15550089  -8.4336139e-21   1.7372908e-19  -2.5147802e-20   2.1856431e-37       5.4183242     0.010486327   1.4063016e-22     0.094186007     0.033483046   0.00014449252       16.316791
    0.088459071      0.15477729    -0.019335516   4.1657731e-20     -0.18374163     -0.15482167   3.8696945e-23   3.3483046e-19  -3.9182351e-20  -2.2222656e-36        5.418475     0.010467771   2.7605056e-22     0.094152954     0.033418271   0.00014436702       16.280989
    0.089441592      0.15409254    -0.019829106  -1.3993727e-19     -0.18424226     -0.15413534   1.8514404e-20   2.6141677e-19  -3.1799297e-20  -4.0287568e-37       5.4186268     0.010448531   2.1919422e-22     0.094119642     0.033353146   0.00014424091       16.244988
    0.090434358      0.15340089    -0.020309619  -1.1453712e-19     -0.18472987     -0.15344212   1.4412954e-20  -1.0951651e-20  -3.8560717e-21  -7.3793829e-38       5.4187794     0.010428607  -2.5711829e-24     0.094086071     0.033287672   0.00014411419       16.208786
    0.091437479      0.15270255     -0.02077694  -4.7774277e-20     -0.18520435     -0.15274224   9.2392129e-21  -1.5718998e-20  -1.1350942e-23   1.7147745e-36       5.4189329        0.010408  -5.8528081e-24     0.094052238     0.033221849   0.00014398686       16.172385
    0.092451061      0.15199767    -0.021230963  -1.6187179e-19     -0.18566559     -0.15203591   1.3374481e-20  -1.2734908e-19   1.1929573e-20   7.4234058e-37       5.4190873     0.010386711  -1.0139843e-22     0.094018143     0.033155679   0.00014385893       16.135784
    0.093475213      0.15128647    -0.021671589  -2.5108744e-20     -0.18611349     -0.15132337  -1.5627671e-20  -3.9875971e-19   4.3070481e-20  -1.3963718e-36       5.4192426     0.010364742   -3.376816e-22     0.093983785     0.033089162   0.00014373039       16.098984
    0.094510047      0.15056927    -0.022098737   2.5853469e-19     -0.18654798     -0.15060486  -2.9748941e-20  -1.6756395e-19   1.5411729e-20   -5.614734e-37       5.4193988     0.010342095  -1.4506179e-22     0.093949161       0.0330223   0.00014360125       16.061986
    0.095555673      0.14984634     -0.02251233   1.1770919e-19     -0.18696897     -0.14988059   1.8147507e-20   2.6453405e-19  -4.0033765e-20  -5.0711162e-37       5.4195559     0.010318772   2.0189717e-22      0.09391427     0.032955092   0.00014347152       16.024789
    0.096612203        0.149118    -0.022912302  -1.0576275e-19     -0.18737639     -0.14915082   3.4164243e-20   2.3900777e-19  -4.3800354e-20   3.9291558e-37       5.4197138     0.010294776   9.4891963e-23     0.093879112      0.03288754   0.00014334118       15.987394
    0.097679752      0.14838446    -0.023298596   6.2289452e-21      -0.1877702     -0.14841577  -3.4520294e-20   1.4127974e-19  -3.9737584e-20   1.4916559e-36       5.4198726      0.01027011  -2.2172666e-23     0.093843685     0.032819646   0.00014321025       15.949801
    0.098758435      0.14764575    -0.023671153   1.5851032e-20     -0.18815034     -0.14767569  -6.8252894e-20   1.6261564e-19  -3.1250349e-20   9.2413663e-37       5.4200322     0.010244778   1.1061133e-22     0.093807987     0.032751409   0.00014307874       15.912011
    0.099848367       0.1469022    -0.024029946  -1.1358014e-19     -0.18851677     -0.14693081  -2.2136436e-20  -4.4368534e-20   2.1325939e-20  -2.8137399e-38       5.4201928     0.010218783   6.7535595e-24     0.093772018     0.032682832   0.00014294663       15.874024
     0.10094967      0.14615414     -0.02437495   5.0260311e-20     -0.18886947     -0.14618138   1.2035239e-21  -1.6725872e-19    4.373389e-20   1.6442591e-37       5.4203541      0.01019213  -1.3720977e-22     0.093735775     0.032613915   0.00014281393       15.835842
     0.10206245      0.14540175    -0.024706139   2.1736848e-19     -0.18920841     -0.14542762  -5.1702572e-21   1.4744204e-19  -7.8441787e-21   3.0610743e-37       5.4205163     0.010164822   1.2675576e-22     0.093699259     0.032544659   0.00014268065       15.797463
     0.10318684      0.14464524    -0.025023504  -3.4337357e-20      -0.1895336     -0.14466979    2.043514e-20    3.783753e-19  -4.4778986e-20   8.7811599e-38       5.4206794     0.010136865   3.4798723e-22     0.093662466     0.032475067   0.00014254679        15.75889
     0.10432296      0.14388487    -0.025327051  -3.0608255e-19     -0.18984502     -0.14390812   3.7300701e-20   4.7888344e-20   2.3342287e-21   8.5823919e-38       5.4208433     0.010108264   3.9108904e-23     0.093625397     0.032405138   0.00014241236       15.720122
     0.10547092      0.14312088    -0.025616787  -1.4672413e-19      -0.1901427     -0.14314286   1.3517875e-20  -3.5888373e-19   6.2610977e-20    2.066828e-37        5.421008     0.010079024  -3.5285195e-22      0.09358805     0.032334875   0.00014227734        15.68116
     0.10663086      0.14235352    -0.025892735   1.4601918e-19     -0.19042664     -0.14237423  -1.1699517e-20  -2.9314448e-19   4.9552451e-20  -1.8949082e-37       5.4211736     0.010049152  -2.9155893e-22     0.093550424     0.032264279   0.00014214176       15.642004
     0.10780289        0.141583    -0.026154925   1.3775062e-19     -0.19069689     -0.14160248  -2.2972567e-20  -2.5755422e-21   6.4228742e-21  -1.8336963e-37         5.42134     0.010018652  -8.0122505e-24     0.093512517     0.032193352   0.00014200561       15.602656
     0.10898715      0.14080957    -0.026403398   1.4136242e-21     -0.19095348     -0.14082784  -1.9739283e-20   4.1513125e-20   7.9733579e-21   5.8446584e-38       5.4215072     0.009987532   2.8684691e-23     0.093474327     0.032122094   0.00014186889       15.563117
     0.11018375      0.14003344    -0.026638204   7.3392098e-20     -0.19119647     -0.14005054  -4.7346056e-21   8.4319712e-21   1.7380824e-20   2.0487257e-37       5.4216752    0.0099557983   -5.452207e-24     0.093435855     0.032050507   0.00014173161       15.523385
