#            face_x              face_y              face_z                 U_x                 U_y                 U_z   wallShearStress_x   wallShearStress_y   wallShearStress_z               yPlus                   p
               3.64                 0.1                0.05                   0                   0                   0   -0.00322020975055   1.21389702705e-09                   0       1.19305986914      0.139594627102
               3.72                 0.1                0.05                   0                   0                   0   -0.00322011074483   1.08025250593e-10                   0       1.19304152859      0.136927716813
                3.8                 0.1                0.05                   0                   0                   0   -0.00322018892351  -7.99062837209e-10                   0       1.19305601097      0.134270401898
               3.88                 0.1                0.05                   0                   0                   0   -0.00322048714817  -1.75170212414e-09                   0       1.19311125462        0.1316222527
               3.96                 0.1                0.05                   0                   0                   0   -0.00322093598633  -2.26193143985e-09                   0       1.19319439347      0.128981609326
               4.04                 0.1                0.05                   0                   0                   0   -0.00322151899186  -3.10018166333e-09                   0       1.19330237574      0.126352195788
               4.12                 0.1                0.05                   0                   0                   0   -0.00322227468614  -3.92244619614e-09                   0       1.19344232816      0.123731902101
                4.2                 0.1                0.05                   0                   0                   0   -0.00322319515762  -4.71041911695e-09                   0       1.19361277469      0.121120231887
               4.28                 0.1                0.05                   0                   0                   0   -0.00322427111447  -5.41719494581e-09                   0       1.19381198207      0.118516515095
               4.36                 0.1                0.05                   0                   0                   0   -0.00322548725884  -6.07903060523e-09                   0        1.1940371044      0.115920549257
               4.44                 0.1                0.05                   0                   0                   0   -0.00322684285528    -6.750894554e-09                   0       1.19428799089      0.113332365777
               4.52                 0.1                0.05                   0                   0                   0   -0.00322832976228  -7.28964681739e-09                   0       1.19456311901      0.110751261027
                4.6                 0.1                0.05                   0                   0                   0   -0.00322991910577  -7.78809796124e-09                   0       1.19485713139      0.108177482414
               4.68                 0.1                0.05                   0                   0                   0   -0.00323163179875  -8.48557894567e-09                   0       1.19517388116      0.105611995477
               4.76                 0.1                0.05                   0                   0                   0   -0.00323347458144  -9.05683018498e-09                   0        1.1955145963      0.103052743578
               4.84                 0.1                0.05                   0                   0                   0   -0.00323543688812  -9.78029625985e-09                   0       1.19587730377      0.100500149866
               4.92                 0.1                0.05                   0                   0                   0   -0.00323756635858  -1.04638089315e-08                   0        1.1962707847     0.0979533277145
