# Selection         : all 
# Volume            : 8.000000000000e-02
# Time              	max(p)	location	cell	max(k)	location	cell	max(omega)	location	cell	max(nut)	location	cell	max(epsilon)	max(nuTilda)
62                  	1.244529846751e+01	(4.000000000000e-02 9.672928572232e-02 5.000000000000e-02)	2600	3.535240282728e+01	(4.000000000000e-02 9.957951534364e-02 5.000000000000e-02)	2900	6.344831873919e+02	(1.200000000000e-01 9.957951534364e-02 5.000000000000e-02)	2901	6.682969014033e-02	(4.000000000000e-02 9.957951534364e-02 5.000000000000e-02)	2900
63                  	1.259093718783e+01	(4.000000000000e-02 9.672928572232e-02 5.000000000000e-02)	2600	3.579729807595e+01	(4.000000000000e-02 9.957951534364e-02 5.000000000000e-02)	2900	6.319563860601e+02	(1.200000000000e-01 9.957951534364e-02 5.000000000000e-02)	2901	6.800092837612e-02	(4.000000000000e-02 9.957951534364e-02 5.000000000000e-02)	2900
64                  	1.273330352978e+01	(4.000000000000e-02 9.775571538547e-02 5.000000000000e-02)	2700	3.624062369189e+01	(4.000000000000e-02 9.957951534364e-02 5.000000000000e-02)	2900	6.294783082252e+02	(1.200000000000e-01 9.957951534364e-02 5.000000000000e-02)	2901	6.917371056902e-02	(4.000000000000e-02 9.957951534364e-02 5.000000000000e-02)	2900
65                  	1.287215830846e+01	(4.000000000000e-02 9.775571538547e-02 5.000000000000e-02)	2700	3.668241572236e+01	(4.000000000000e-02 9.957951534364e-02 5.000000000000e-02)	2900	6.270471752711e+02	(1.200000000000e-01 9.957951534364e-02 5.000000000000e-02)	2901	7.034802448607e-02	(4.000000000000e-02 9.957951534364e-02 5.000000000000e-02)	2900
66                  	1.300749033146e+01	(4.000000000000e-02 9.775571538547e-02 5.000000000000e-02)	2700	3.712270867131e+01	(4.000000000000e-02 9.957951534364e-02 5.000000000000e-02)	2900	6.246613002804e+02	(1.200000000000e-01 9.957951534364e-02 5.000000000000e-02)	2901	7.152385741629e-02	(4.000000000000e-02 9.957951534364e-02 5.000000000000e-02)	2900
67                  	1.313932631482e+01	(4.000000000000e-02 9.775571538547e-02 5.000000000000e-02)	2700	3.756153558674e+01	(4.000000000000e-02 9.957951534364e-02 5.000000000000e-02)	2900	6.223190819893e+02	(1.200000000000e-01 9.957951534364e-02 5.000000000000e-02)	2901	7.270119620135e-02	(4.000000000000e-02 9.957951534364e-02 5.000000000000e-02)	2900
68                  	1.326769416769e+01	(4.000000000000e-02 9.775571538547e-02 5.000000000000e-02)	2700	3.799892814201e+01	(4.000000000000e-02 9.957951534364e-02 5.000000000000e-02)	2900	6.200189992560e+02	(1.200000000000e-01 9.957951534364e-02 5.000000000000e-02)	2901	7.388002726470e-02	(4.000000000000e-02 9.957951534364e-02 5.000000000000e-02)	2900
69                  	1.339262289967e+01	(4.000000000000e-02 9.775571538547e-02 5.000000000000e-02)	2700	3.843491671124e+01	(4.000000000000e-02 9.957951534364e-02 5.000000000000e-02)	2900	6.177596059711e+02	(1.200000000000e-01 9.957951534364e-02 5.000000000000e-02)	2901	7.506033663933e-02	(4.000000000000e-02 9.957951534364e-02 5.000000000000e-02)	2900
70                  	1.351414252131e+01	(4.000000000000e-02 9.775571538547e-02 5.000000000000e-02)	2700	3.886953043962e+01	(4.000000000000e-02 9.957951534364e-02 5.000000000000e-02)	2900	6.155395263670e+02	(1.200000000000e-01 9.957951534364e-02 5.000000000000e-02)	2901	7.624210999421e-02	(4.000000000000e-02 9.957951534364e-02 5.000000000000e-02)	2900
71                  	1.363228395947e+01	(4.000000000000e-02 9.775571538547e-02 5.000000000000e-02)	2700	3.930279730896e+01	(4.000000000000e-02 9.957951534364e-02 5.000000000000e-02)	2900	6.133574506861e+02	(1.200000000000e-01 9.957951534364e-02 5.000000000000e-02)	2901	7.742533265953e-02	(4.000000000000e-02 9.957951534364e-02 5.000000000000e-02)	2900
