# y+ ()         
# Time          	patch           	min             	max             	average         
0               	top	0.00000000e+00	0.00000000e+00	0.00000000e+00
0               	bottom	8.38525492e-03	8.38525492e-03	8.38525492e-03
1               	top	0.00000000e+00	0.00000000e+00	0.00000000e+00
1               	bottom	1.45938907e-06	1.88494143e-05	1.50300874e-06
2               	top	0.00000000e+00	0.00000000e+00	0.00000000e+00
2               	bottom	7.81603790e-07	1.88726607e-05	1.42816994e-06
3               	top	0.00000000e+00	0.00000000e+00	0.00000000e+00
3               	bottom	1.81296761e-06	1.89526048e-05	7.48042876e-06
4               	top	0.00000000e+00	0.00000000e+00	0.00000000e+00
4               	bottom	2.63141897e-06	1.90470690e-05	9.79939250e-06
5               	top	0.00000000e+00	0.00000000e+00	0.00000000e+00
5               	bottom	3.09079578e-06	1.90735652e-05	9.69812777e-06
6               	top	0.00000000e+00	0.00000000e+00	0.00000000e+00
6               	bottom	3.33020519e-06	1.90466048e-05	9.00543304e-06
7               	top	0.00000000e+00	0.00000000e+00	0.00000000e+00
7               	bottom	3.40867226e-06	1.90199527e-05	8.42159913e-06
8               	top	0.00000000e+00	0.00000000e+00	0.00000000e+00
8               	bottom	3.41137422e-06	1.90074643e-05	8.04956028e-06
9               	top	0.00000000e+00	0.00000000e+00	0.00000000e+00
9               	bottom	3.39567981e-06	1.90034433e-05	7.81232199e-06
10              	top	0.00000000e+00	0.00000000e+00	0.00000000e+00
10              	bottom	3.38336625e-06	1.90030220e-05	7.64882470e-06
